pid,draft_year,stage,reason,detail
P675a30c147,2001,team_season_lookup,no_college_evidence,
P563df84956,2001,team_season_lookup,no_college_evidence,
P3a25271b04,2001,team_season_lookup,no_college_evidence,
P75d87cd190,2001,team_season_lookup,no_college_evidence,
Paf6a9c1c9e,2001,team_season_lookup,no_college_evidence,
P2ee25c689c,2001,team_season_lookup,no_college_evidence,
P1bd862cc0f,2001,team_season_lookup,no_college_evidence,
P9650bb1a40,2001,team_season_lookup,no_college_evidence,
Pcba63fe240,2001,team_season_lookup,no_college_evidence,
Pd4900db84d,2001,team_season_lookup,no_college_evidence,
P4da2c7e178,2001,team_season_lookup,no_college_evidence,
Pfcc31e3705,2001,team_season_lookup,no_college_evidence,
P3ebb78aaf3,2001,team_season_lookup,no_college_evidence,
P6dc3d3ca5e,2001,team_season_lookup,no_college_evidence,
P2a8e69fc8a,2001,team_season_lookup,no_college_evidence,
P07655923d4,2001,team_season_lookup,no_college_evidence,
Pc0571f7238,2001,team_season_lookup,no_college_evidence,
Pd3b6bf6d79,2001,team_season_lookup,no_college_evidence,
Paeace7e70c,2001,team_season_lookup,no_college_evidence,
P989fbfa539,2001,team_season_lookup,no_college_evidence,
Pe0dd44e42b,2001,team_season_lookup,no_college_evidence,
Pf532d918b8,2001,team_season_lookup,no_college_evidence,
Paa277db6ca,2001,team_season_lookup,no_college_evidence,
P3d1a59b5a2,2001,team_season_lookup,no_college_evidence,
P002581103b,2001,team_season_lookup,no_college_evidence,
P6d3c0c239e,2001,team_season_lookup,no_college_evidence,
P5303425662,2001,team_season_lookup,no_college_evidence,
P0fee52cfc4,2001,team_season_lookup,no_college_evidence,
P4f8c953cc8,2001,team_season_lookup,no_college_evidence,
Pe0f44d3916,2001,team_season_lookup,no_college_evidence,
Pc5a3285209,2001,team_season_lookup,no_college_evidence,
P0a2d28a2d0,2001,team_season_lookup,no_college_evidence,
Pc0e2cf5bcc,2001,team_season_lookup,no_college_evidence,
Pf65d71b77e,2001,team_season_lookup,no_college_evidence,
P9aa7ef7a41,2001,team_season_lookup,no_college_evidence,
P666726f41f,2001,team_season_lookup,no_college_evidence,
Pd1e82d8666,2001,team_season_lookup,no_college_evidence,
P820aca19f1,2001,team_season_lookup,no_college_evidence,
Pf7459f37f3,2001,team_season_lookup,no_college_evidence,
Pa93cedf1ed,2001,team_season_lookup,no_college_evidence,
Pbd83a701c7,2001,team_season_lookup,no_college_evidence,
Pca59ea1b39,2001,team_season_lookup,no_college_evidence,
P2c0a429f79,2001,team_season_lookup,no_college_evidence,
Pa33e366fdf,2001,team_season_lookup,no_college_evidence,
P759a9434cf,2001,team_season_lookup,no_college_evidence,
P8fba680b01,2001,team_season_lookup,no_college_evidence,
P6d016b475a,2001,team_season_lookup,no_college_evidence,
P73f5726100,2001,team_season_lookup,no_college_evidence,
P0e7fc05f4f,2001,team_season_lookup,no_college_evidence,
P4caf77098c,2001,team_season_lookup,no_college_evidence,
Pd06a43915a,2002,team_season_lookup,no_college_evidence,
Pe929ebb536,2002,team_season_lookup,no_college_evidence,
P1199724869,2002,team_season_lookup,no_college_evidence,
P979bc77e15,2002,team_season_lookup,no_college_evidence,
Pc692096d48,2002,team_season_lookup,no_college_evidence,
Pa08cb88c9e,2002,team_season_lookup,no_college_evidence,
P634aaac9d4,2002,team_season_lookup,no_college_evidence,
P3d9db1cda1,2002,team_season_lookup,no_college_evidence,
P6031807405,2002,team_season_lookup,no_college_evidence,
P01fc763e95,2002,team_season_lookup,no_college_evidence,
P91e42fff83,2002,team_season_lookup,no_college_evidence,
P7662bd9a71,2002,team_season_lookup,no_college_evidence,
Pb7f87f6748,2002,team_season_lookup,no_college_evidence,
P540f972282,2002,team_season_lookup,no_college_evidence,
P33f4d69488,2002,team_season_lookup,no_college_evidence,
Pc0e29b5887,2002,team_season_lookup,no_college_evidence,
P5656ae84e7,2002,team_season_lookup,no_college_evidence,
P792efcc523,2002,team_season_lookup,no_college_evidence,
P59cd2b2d22,2002,team_season_lookup,no_college_evidence,
P71d533551f,2002,team_season_lookup,no_college_evidence,
P4c416f9cab,2002,team_season_lookup,no_college_evidence,
P0459b830f2,2002,team_season_lookup,no_college_evidence,
Pd2dc1d3e0e,2002,team_season_lookup,no_college_evidence,
P357471422c,2002,team_season_lookup,no_college_evidence,
Pb74259d44e,2002,team_season_lookup,no_college_evidence,
P33c766f164,2002,team_season_lookup,no_college_evidence,
Pd4f1d19d77,2002,team_season_lookup,no_college_evidence,
P42dd9e15a4,2002,team_season_lookup,no_college_evidence,
P4cd866005e,2002,team_season_lookup,no_college_evidence,
Pfdab72198e,2002,team_season_lookup,no_college_evidence,
P70ecb2ee9d,2002,team_season_lookup,no_college_evidence,
P780ecd00c5,2002,team_season_lookup,no_college_evidence,
P2abf5d1b69,2002,team_season_lookup,no_college_evidence,
P7d55637f90,2002,team_season_lookup,no_college_evidence,
P39c99a28df,2002,team_season_lookup,no_college_evidence,
Pe79941522f,2002,team_season_lookup,no_college_evidence,
P5635d18ecc,2002,team_season_lookup,no_college_evidence,
Pe961cc9c52,2002,team_season_lookup,no_college_evidence,
P47eee57e35,2002,team_season_lookup,no_college_evidence,
P3514cc9b35,2002,team_season_lookup,no_college_evidence,
P71645345d7,2002,team_season_lookup,no_college_evidence,
P021e6add75,2002,team_season_lookup,no_college_evidence,
P830efff813,2002,team_season_lookup,no_college_evidence,
Pdacee2a50f,2002,team_season_lookup,no_college_evidence,
P3769bd015c,2002,team_season_lookup,no_college_evidence,
P4adcc58a26,2002,team_season_lookup,no_college_evidence,
P648b9117f8,2002,team_season_lookup,no_college_evidence,
Pebd90a92ff,2002,team_season_lookup,no_college_evidence,
P187b6721ca,2002,team_season_lookup,no_college_evidence,
P6d9b6a98b1,2002,team_season_lookup,no_college_evidence,
P85381afe4a,2002,team_season_lookup,no_college_evidence,
P2ca94b8a14,2002,team_season_lookup,no_college_evidence,
P3c40dc7411,2002,team_season_lookup,no_college_evidence,
Pe932df1062,2002,team_season_lookup,no_college_evidence,
P83519063cc,2002,team_season_lookup,no_college_evidence,
Pfe4a1d82f4,2002,team_season_lookup,no_college_evidence,
P396b44b337,2002,team_season_lookup,no_college_evidence,
Pa3f1da9bab,2002,team_season_lookup,no_college_evidence,
P98207c2747,2002,team_season_lookup,no_college_evidence,
Pcf7f47cd26,2002,team_season_lookup,no_college_evidence,
P4b934e1435,2002,team_season_lookup,no_college_evidence,
Pca9a20b4db,2002,team_season_lookup,no_college_evidence,
Pe09c2486c8,2002,team_season_lookup,no_college_evidence,
Pd72acae20f,2002,team_season_lookup,no_college_evidence,
P797b6b2deb,2002,team_season_lookup,no_college_evidence,
P06b92eaa32,2002,team_season_lookup,no_college_evidence,
Pd51bbef7c1,2002,team_season_lookup,no_college_evidence,
Pb3ff680bd6,2002,team_season_lookup,no_college_evidence,
Pbc5a0470c9,2003,team_season_lookup,no_college_evidence,
P014b6ed928,2003,team_season_lookup,no_college_evidence,
P3d283763c2,2003,team_season_lookup,no_college_evidence,
P9dc8436179,2003,team_season_lookup,no_college_evidence,
Pc5cf3e8f14,2003,team_season_lookup,no_college_evidence,
P64b1bc7766,2003,team_season_lookup,no_college_evidence,
P5e97ce9bc9,2003,team_season_lookup,no_college_evidence,
Pa526a12aa4,2003,team_season_lookup,no_college_evidence,
Pb7edd3ead7,2003,team_season_lookup,no_college_evidence,
P38d9dee28f,2003,team_season_lookup,no_college_evidence,
P53313a94c2,2003,team_season_lookup,no_college_evidence,
P5e60e1df8d,2003,team_season_lookup,no_college_evidence,
P6294004747,2003,team_season_lookup,no_college_evidence,
P3dd5c6b05b,2003,team_season_lookup,no_college_evidence,
Pd0fb9bca1b,2003,team_season_lookup,no_college_evidence,
Pd8afdd28b5,2003,team_season_lookup,no_college_evidence,
P82d1799627,2003,team_season_lookup,no_college_evidence,
Pf4d331b9a5,2003,team_season_lookup,no_college_evidence,
Pa3bf9b334b,2003,team_season_lookup,no_college_evidence,
P4649b7d232,2003,team_season_lookup,no_college_evidence,
P62fd3b7dd9,2003,team_season_lookup,no_college_evidence,
P9827437e3d,2003,team_season_lookup,no_college_evidence,
Pa59b169e09,2003,team_season_lookup,no_college_evidence,
P9f79255649,2003,team_season_lookup,no_college_evidence,
Pce38c03d45,2003,team_season_lookup,no_college_evidence,
P1f926eb06b,2003,team_season_lookup,no_college_evidence,
P5895ae6315,2003,team_season_lookup,no_college_evidence,
Pdbacaefe1b,2003,team_season_lookup,no_college_evidence,
P3b6ec2df2f,2003,team_season_lookup,no_college_evidence,
Pce9ab1622f,2003,team_season_lookup,no_college_evidence,
Pb3905915d4,2003,team_season_lookup,no_college_evidence,
Pd073d30524,2003,team_season_lookup,no_college_evidence,
P05a2123919,2003,team_season_lookup,no_college_evidence,
Pbd99bc4676,2003,team_season_lookup,no_college_evidence,
P06d8dc5829,2003,team_season_lookup,no_college_evidence,
P769efab0d3,2003,team_season_lookup,no_college_evidence,
P4be402ea04,2003,team_season_lookup,no_college_evidence,
P3070bdd73b,2003,team_season_lookup,no_college_evidence,
P8bc3dd7f6c,2003,team_season_lookup,no_college_evidence,
P26a739545e,2003,team_season_lookup,no_college_evidence,
Pc1693478f0,2003,team_season_lookup,no_college_evidence,
P18458ff2ec,2003,team_season_lookup,no_college_evidence,
Paaef13df6e,2003,team_season_lookup,no_college_evidence,
P33f86fa27f,2003,team_season_lookup,no_college_evidence,
P78473875c4,2003,team_season_lookup,no_college_evidence,
P42e64d32a8,2003,team_season_lookup,no_college_evidence,
P2cb7a6fa13,2003,team_season_lookup,no_college_evidence,
P2631037f25,2003,team_season_lookup,no_college_evidence,
P269736d407,2004,team_season_lookup,no_college_evidence,
Pd353deb783,2004,team_season_lookup,no_college_evidence,
Pcdb1e8afaa,2004,team_season_lookup,no_college_evidence,
P5c0fad1503,2004,team_season_lookup,no_college_evidence,
P679159f4f1,2004,team_season_lookup,no_college_evidence,
P6e6444ed0f,2004,team_season_lookup,no_college_evidence,
P67b7122a99,2004,team_season_lookup,no_college_evidence,
P25c05d7b38,2004,team_season_lookup,no_college_evidence,
P0d50e77b95,2004,team_season_lookup,no_college_evidence,
Pc9a523c1e4,2004,team_season_lookup,no_college_evidence,
P0685226773,2004,team_season_lookup,no_college_evidence,
Pe4a9ff24c9,2004,team_season_lookup,no_college_evidence,
Pbc9cc4070d,2004,team_season_lookup,no_college_evidence,
Pe6c8b117c8,2004,team_season_lookup,no_college_evidence,
P1b3889c122,2004,team_season_lookup,no_college_evidence,
P7aeaf13cc2,2004,team_season_lookup,no_college_evidence,
P079efef655,2004,team_season_lookup,no_college_evidence,
Pc02213b2fe,2004,team_season_lookup,no_college_evidence,
Pffd0721d82,2004,team_season_lookup,no_college_evidence,
Pbc201d669f,2004,team_season_lookup,no_college_evidence,
Pcc92138fb2,2004,team_season_lookup,no_college_evidence,
P92a5884e77,2004,team_season_lookup,no_college_evidence,
Pd2c0348ebe,2004,team_season_lookup,no_college_evidence,
Pfa91aaf1ef,2004,team_season_lookup,no_college_evidence,
Pf2b6b60b16,2004,team_season_lookup,no_college_evidence,
P379acc01ca,2004,team_season_lookup,no_college_evidence,
Pc7cce81961,2004,team_season_lookup,no_college_evidence,
P8176cc6d95,2004,team_season_lookup,no_college_evidence,
Pd53814d6fa,2004,team_season_lookup,no_college_evidence,
P6ce52469e7,2004,team_season_lookup,no_college_evidence,
P35d8517b9d,2004,team_season_lookup,no_college_evidence,
Pd6e783f74c,2004,team_season_lookup,no_college_evidence,
P27d4bedf9b,2004,team_season_lookup,no_college_evidence,
P51ef89c5e3,2004,team_season_lookup,no_college_evidence,
P391abc2490,2004,team_season_lookup,no_college_evidence,
P8cdc1bb5f1,2004,team_season_lookup,no_college_evidence,
P16796cf3ab,2004,team_season_lookup,no_college_evidence,
P868c4004ba,2004,team_season_lookup,no_college_evidence,
P630cc033c0,2004,team_season_lookup,no_college_evidence,
P34cc8e28e0,2004,team_season_lookup,no_college_evidence,
Pf804162018,2005,team_season_lookup,no_college_evidence,
Pff47b96114,2005,team_season_lookup,no_college_evidence,
P2f15d5867f,2005,team_season_lookup,no_college_evidence,
Pc295aab61a,2005,team_season_lookup,no_college_evidence,
P471bec0288,2005,team_season_lookup,stale_last_season,2003
P81f3558def,2005,team_season_lookup,no_college_evidence,
P5ea12f1777,2005,team_season_lookup,no_college_evidence,
P3e3a854ff5,2005,team_season_lookup,no_college_evidence,
P19de9513b3,2005,team_season_lookup,no_college_evidence,
Pc6a39f466a,2005,team_season_lookup,no_college_evidence,
P74b9613d69,2005,team_season_lookup,no_college_evidence,
Pce1d0d3699,2005,team_season_lookup,no_college_evidence,
P6b0e9b0b2a,2005,team_season_lookup,no_college_evidence,
P11475d8eed,2005,team_season_lookup,no_college_evidence,
Pf72d9be4b9,2005,team_season_lookup,no_college_evidence,
Pdacd6ab94d,2005,team_season_lookup,no_college_evidence,
P63a21fbef6,2005,team_season_lookup,no_college_evidence,
P83f12f36b1,2005,team_season_lookup,no_college_evidence,
P1378011126,2005,team_season_lookup,no_college_evidence,
Pbb4d6101de,2005,team_season_lookup,stale_last_season,2003
P1dfb3826fd,2005,team_season_lookup,no_college_evidence,
P38dadf836a,2005,team_season_lookup,no_college_evidence,
P0820723beb,2005,team_season_lookup,no_college_evidence,
P927dcf71a8,2005,team_season_lookup,no_college_evidence,
Pf4d757d073,2005,team_season_lookup,no_college_evidence,
P5840594df8,2005,team_season_lookup,no_college_evidence,
P5b1d935a26,2005,team_season_lookup,no_college_evidence,
Pb87f242f46,2005,team_season_lookup,no_college_evidence,
P32b8c3a5cb,2005,team_season_lookup,no_college_evidence,
P3928bad8a7,2005,team_season_lookup,no_college_evidence,
Pf0c178cb1c,2005,team_season_lookup,stale_last_season,2003
Pd7ea309dee,2005,team_season_lookup,no_college_evidence,
P16dd82b034,2005,team_season_lookup,no_college_evidence,
Pdf59a363f3,2005,team_season_lookup,stale_last_season,2003
P1259ebdf13,2005,team_season_lookup,no_college_evidence,
P55b27de869,2005,team_season_lookup,no_college_evidence,
Pa09c3091c5,2005,team_season_lookup,no_college_evidence,
P0a4d4ad000,2005,team_season_lookup,no_college_evidence,
Pf7c6d819f2,2005,team_season_lookup,no_college_evidence,
P023105521e,2005,team_season_lookup,stale_last_season,2003
P4abddfb1a4,2005,team_season_lookup,stale_last_season,2003
P0ad0c7ed95,2005,team_season_lookup,no_college_evidence,
P26b57d2aae,2005,team_season_lookup,no_college_evidence,
Pbd8640195d,2005,team_season_lookup,no_college_evidence,
P3914f363fb,2005,team_season_lookup,no_college_evidence,
P8b388e1924,2005,team_season_lookup,no_college_evidence,
P6c71d953b6,2005,team_season_lookup,no_college_evidence,
Pf747d30e9b,2005,team_season_lookup,no_college_evidence,
Pc378586c43,2005,team_season_lookup,no_college_evidence,
P485a20a47a,2005,team_season_lookup,no_college_evidence,
Pff1fab2e32,2006,team_season_lookup,no_college_evidence,
P05061c84a0,2006,team_season_lookup,no_college_evidence,
P40fd812f54,2006,team_season_lookup,no_college_evidence,
Pe056071397,2006,team_season_lookup,no_college_evidence,
P20a1183fcf,2006,team_season_lookup,no_college_evidence,
Pb01091942c,2006,team_season_lookup,no_college_evidence,
P51a666d7f5,2006,team_season_lookup,no_college_evidence,
Pad940d555c,2006,team_season_lookup,no_college_evidence,
Pe4baee43bf,2006,team_season_lookup,no_college_evidence,
Pa760c9001c,2006,team_season_lookup,no_college_evidence,
Peed487fb04,2006,team_season_lookup,no_college_evidence,
P156589bd1a,2006,team_season_lookup,no_college_evidence,
P09caf918fb,2006,team_season_lookup,no_college_evidence,
Pc858ff68e6,2006,team_season_lookup,no_college_evidence,
P40d4a587d5,2006,team_season_lookup,no_college_evidence,
Pd1e1adb03d,2006,team_season_lookup,no_college_evidence,
P3bad279cb0,2006,team_season_lookup,no_college_evidence,
Pa0908fe6ff,2006,team_season_lookup,no_college_evidence,
P3765a7e186,2006,team_season_lookup,no_college_evidence,
P5fde6f13a3,2006,team_season_lookup,no_college_evidence,
P05a3993fb1,2006,team_season_lookup,no_college_evidence,
P85ac223123,2006,team_season_lookup,no_college_evidence,
P15657a7054,2006,team_season_lookup,stale_last_season,2004
P9ba3c3f8a6,2006,team_season_lookup,stale_last_season,2004
Pbdc6b072d0,2006,team_season_lookup,no_college_evidence,
P87e51fede0,2006,team_season_lookup,no_college_evidence,
P23d9f5804f,2007,team_season_lookup,no_college_evidence,
Pc544b8efa0,2007,team_season_lookup,no_college_evidence,
P42adf8ab25,2007,team_season_lookup,no_college_evidence,
P6950e00d3b,2007,team_season_lookup,no_college_evidence,
P56d107e80a,2007,team_season_lookup,no_college_evidence,
P8e68185705,2007,team_season_lookup,no_college_evidence,
P1a6f58deb5,2007,team_season_lookup,no_college_evidence,
Pcd53db286a,2007,team_season_lookup,stale_last_season,2004
P0f110bb83f,2007,team_season_lookup,stale_last_season,2005
P93e1b535ab,2007,team_season_lookup,no_college_evidence,
P1605b30cec,2007,team_season_lookup,stale_last_season,2005
Pc86b9a08db,2007,team_season_lookup,no_college_evidence,
Pd5893ad4c2,2007,team_season_lookup,stale_last_season,2005
P71e6d4319f,2007,team_season_lookup,no_college_evidence,
P586a0d2a81,2007,team_season_lookup,no_college_evidence,
P5c6144028a,2007,team_season_lookup,no_college_evidence,
Pf75a340b58,2007,team_season_lookup,no_college_evidence,
Peda84f3898,2008,team_season_lookup,no_college_evidence,
P3d1eff1bca,2008,team_season_lookup,no_college_evidence,
P0157d20b94,2008,team_season_lookup,no_college_evidence,
Pda7ff44e77,2008,team_season_lookup,no_college_evidence,
Pe67238da8c,2008,team_season_lookup,no_college_evidence,
P246009ab63,2008,team_season_lookup,no_college_evidence,
P6dfb5df5c6,2008,team_season_lookup,no_college_evidence,
P4b06d66b80,2008,team_season_lookup,no_college_evidence,
Pb047bb4747,2008,team_season_lookup,no_college_evidence,
P94bbcbe8b9,2008,team_season_lookup,no_college_evidence,
P267f5baf8e,2008,team_season_lookup,no_college_evidence,
P103e95dd1f,2008,team_season_lookup,stale_last_season,2005
Pc90f94ed67,2008,team_season_lookup,no_college_evidence,
Pc9bef9c2e0,2008,team_season_lookup,no_college_evidence,
Pb7bd8922eb,2008,team_season_lookup,no_college_evidence,
P22c8154970,2009,team_season_lookup,no_college_evidence,
P52f9046b71,2009,team_season_lookup,no_college_evidence,
P2d06a24aee,2009,team_season_lookup,no_college_evidence,
P7d7c4d5568,2009,team_season_lookup,no_college_evidence,
P57a6e7dc53,2009,team_season_lookup,no_college_evidence,
P2805efe438,2009,team_season_lookup,no_college_evidence,
P8514f39741,2009,team_season_lookup,no_college_evidence,
Pfd96fb33e5,2009,team_season_lookup,no_college_evidence,
P9378e87d91,2009,team_season_lookup,no_college_evidence,
Pa5aab1aab8,2009,team_season_lookup,no_college_evidence,
P6aab967db9,2009,team_season_lookup,stale_last_season,2006
Peb88f22502,2010,team_season_lookup,stale_last_season,2008
P440f6cc00f,2010,team_season_lookup,no_college_evidence,
Pabb4255b19,2010,team_season_lookup,no_college_evidence,
Pe97fa79993,2010,team_season_lookup,no_college_evidence,
P989e9714fc,2010,team_season_lookup,no_college_evidence,
P29710a392c,2010,team_season_lookup,stale_last_season,2006
P220e9380db,2010,team_season_lookup,stale_last_season,2007
Pdb8fb82c3b,2010,team_season_lookup,no_college_evidence,
Pba6ba7bcf4,2010,team_season_lookup,no_college_evidence,
Pad180fa2f7,2010,team_season_lookup,stale_last_season,2007
P76dbb66d26,2010,team_season_lookup,no_college_evidence,
Pb486223088,2010,team_season_lookup,no_college_evidence,
P5969d3ea2a,2011,team_season_lookup,no_college_evidence,
Pb5da2dd439,2011,team_season_lookup,no_college_evidence,
P4ec69893f6,2011,team_season_lookup,no_college_evidence,
P148aecdd52,2011,team_season_lookup,no_college_evidence,
Pce366ff1b3,2011,team_season_lookup,no_college_evidence,
P31bc34ca23,2011,team_season_lookup,no_college_evidence,
P495da5b1cd,2011,team_season_lookup,no_college_evidence,
P2c06075e55,2011,team_season_lookup,stale_last_season,2009
P3e5e9d6579,2011,team_season_lookup,no_college_evidence,
P2606a3d161,2011,team_season_lookup,no_college_evidence,
P0f2f594f0f,2011,team_season_lookup,no_college_evidence,
P16bad3a52e,2011,team_season_lookup,no_college_evidence,
P4f54eef176,2011,team_season_lookup,no_college_evidence,
P39e62f008f,2011,team_season_lookup,stale_last_season,2009
P50969329ac,2011,team_season_lookup,stale_last_season,2009
P981540aa5d,2011,team_season_lookup,stale_last_season,2009
Pc42b84faf5,2011,team_season_lookup,stale_last_season,2009
P89d1117940,2011,team_season_lookup,stale_last_season,2009
P542c8bbfa1,2011,team_season_lookup,no_college_evidence,
Pefaae49c8b,2012,team_season_lookup,no_college_evidence,
Pb172e7dcfc,2012,team_season_lookup,no_college_evidence,
Pc0b16a51f2,2012,team_season_lookup,no_college_evidence,
P404f9fdfb6,2012,team_season_lookup,no_college_evidence,
Pf3fb310df6,2012,team_season_lookup,no_college_evidence,
P0dca4f55c4,2012,team_season_lookup,no_college_evidence,
P8e2f7481af,2012,team_season_lookup,no_college_evidence,
P0074b51801,2012,team_season_lookup,stale_last_season,2009
P1edb3aa5e4,2012,team_season_lookup,stale_last_season,2009
P289650de8a,2012,team_season_lookup,no_college_evidence,
P909613bae5,2012,team_season_lookup,no_college_evidence,
Pc6095e56a1,2012,team_season_lookup,no_college_evidence,
P0c0603520c,2012,team_season_lookup,no_college_evidence,
P10bdb64d5d,2012,team_season_lookup,no_college_evidence,
Pae1e3e2903,2012,team_season_lookup,stale_last_season,2009
Pf0384da7bc,2012,team_season_lookup,no_college_evidence,
P8ea6b00194,2012,team_season_lookup,stale_last_season,2009
P2ad610b277,2013,team_season_lookup,no_college_evidence,
P9702e35c0a,2013,team_season_lookup,no_college_evidence,
P9dbf445dc5,2013,team_season_lookup,no_college_evidence,
P824176de50,2013,team_season_lookup,no_college_evidence,
Pb18185e9fe,2013,team_season_lookup,no_college_evidence,
P8aa2e06ade,2013,team_season_lookup,no_college_evidence,
P56b91ee390,2013,team_season_lookup,no_college_evidence,
Pea46ee56c1,2013,team_season_lookup,no_college_evidence,
Pa9d4084dfb,2013,team_season_lookup,no_college_evidence,
Pa0a2c9503f,2013,team_season_lookup,no_college_evidence,
P74a501a7bb,2013,team_season_lookup,stale_last_season,2009
P55c8e33d89,2013,team_season_lookup,stale_last_season,2009
Pd44ef7a78e,2013,team_season_lookup,stale_last_season,2010
P8ec07e793f,2013,team_season_lookup,stale_last_season,2011
P05c9e8e43e,2013,team_season_lookup,stale_last_season,2009
P7d52184fb7,2013,team_season_lookup,no_college_evidence,
P15c3bdbcba,2013,team_season_lookup,no_college_evidence,
Pe364fefd34,2013,team_season_lookup,no_college_evidence,
Paf55ace901,2013,team_season_lookup,no_college_evidence,
Pcc25131c3d,2013,team_season_lookup,stale_last_season,2011
Pc9a1f10582,2014,team_season_lookup,no_college_evidence,
