pid,draft_year,was_drafted
P12fddfeea1,2025,0
P7fd9e8becb,2025,0
P07d140dc91,2025,0
P9436ca936e,2025,0
P521d05ff22,2025,0
P0a66817947,2025,0
Pe05466ea0a,2025,0
P7271485ede,2025,0
Pbb5fdc38a3,2025,0
Pb3ce9ad2a9,2025,0
Pa29e5f68db,2025,1
P6146f5260f,2025,0
Pad9c27fcb6,2025,1
Pc25108b74d,2025,0
P8d3b3436aa,2025,0
Pe7bcbcc1c2,2025,0
P64fe10bf34,2025,0
Pf38ea886b7,2025,0
P04c242f081,2025,0
Pa0366802b4,2025,0
P318e86822c,2025,1
P75527a2d8c,2025,1
P07109e12fd,2025,0
P8048267828,2025,1
P1945d13d34,2025,0
Pedf3dd90d4,2025,0
Pc0a66d6cca,2025,1
Pab4be0edd9,2025,0
P80ff3b7db7,2025,0
P5bddeea434,2025,0
P3d8ccdb639,2025,1
Pf3b62cae3c,2025,1
P4e09db2338,2025,1
P12ee990c18,2025,1
P5f9ce00466,2025,1
P3ee6bf444e,2025,1
Pd8f68848a0,2025,1
P3f654a33fe,2025,1
P07268bf0e1,2025,1
P15b8c13058,2025,1
P43b2e2aa2f,2025,1
Pcb16689c6c,2025,1
P32fecc73d2,2025,1
P1a135db58f,2025,1
Pf54bd6bbc8,2025,1
P679974836f,2025,1
P884e8ee6b6,2025,1
Padf63a93ad,2025,1
Pb9eccb67f7,2025,1
P6ddd309f80,2025,1
Pdde13713ff,2025,1
P5699f03b57,2025,1
Pf4e651b50c,2025,1
Pdec9ef7c46,2025,1
P445f167264,2025,1
P307cead4af,2025,1
P24c85e006b,2025,1
P259fbebd69,2025,1
Pd4c3f94c64,2025,1
P49b4c451ec,2025,1
Pec8256037d,2025,1
P495dd3afc8,2025,1
P3651ab0a99,2025,1
P6ce9cb925d,2025,0
P155e770e32,2025,1
Pcb59681372,2025,0
P277e56e049,2025,1
Pf25d15a954,2025,1
P53f54898a1,2025,1
P7ba2fa977b,2025,1
P16dc90cb0b,2025,1
Pb7270acc46,2025,1
Pc2ef5dcf11,2025,1
P95c84fe799,2025,1
P41ae7c3c75,2025,1
Pfc563b417e,2025,1
P8961a7643a,2025,0
P351397d42c,2025,0
P03328260f7,2025,0
P1cb017a474,2025,0
P648e1b1924,2025,0
P98436c11b0,2025,1
P694212af03,2025,0
P070f8d3585,2025,1
Pb74dcb5e35,2025,1
P19a9559b15,2025,0
P34c7aa9885,2025,1
P9caa5193d5,2025,0
P25ddbfff0e,2025,0
P9b4a07a3b9,2025,1
P855a9cc2ba,2025,1
P3b0e47f5ec,2025,0
P3a6abfac78,2025,1
P04a83dcaaf,2025,0
P98f1a6546b,2025,0
Peb9997d32a,2025,0
P5af1a30da4,2025,0
P0e11075372,2025,0
P522b25bae5,2025,0
P1fe8b7c256,2025,0
Pd83ff943df,2025,0
Pd559eb82c1,2025,0
P14a31d76da,2025,0
P072482f331,2025,0
P43bb69ceef,2025,0
P0eb002afb8,2025,0
