pid,draft_year,was_drafted
P8eb153b63d,2019,0
P75585aef52,2019,0
P84a6c851a9,2019,0
P4a4f2b1371,2019,0
P5cd98708f1,2019,1
P9537391b0e,2019,0
P1ddfe32e8c,2019,1
Pf6658be174,2019,0
P4a79c6caeb,2019,1
P14a01dedf9,2019,1
P519f028bfb,2019,0
P5277c76d51,2019,1
P4f7a1b04a6,2019,0
P47c5a2733b,2019,0
Pbea2d75e26,2019,1
Pc3b8b90cf8,2019,0
P60e6add6f8,2019,0
Pa9b6b7ec3f,2019,0
Pbec5e357b6,2019,0
P2061b46d22,2019,0
P9406d39f17,2019,0
P63de5d6c2a,2019,0
P76650bc6e2,2019,1
Pd00fce6a5a,2019,0
P4862cd71b2,2019,0
P1d6fd5f29a,2019,0
Pcb86ff794b,2019,0
P8534216773,2019,0
P8a97dbabe6,2019,1
P5a277fef0e,2019,0
P18facb688d,2019,1
P3022e1c032,2019,0
P224fa713e4,2019,1
P82887a653c,2019,0
Pdee21247bb,2019,1
P273938bb97,2019,1
P00e7133fc6,2019,1
Pa9cae64430,2019,1
P2f61c21e93,2019,1
Pfe4fcea486,2019,1
P846172a369,2019,1
P43dec358d1,2019,1
Pbc4309c829,2019,1
Peecc71d248,2019,1
P9540818d9f,2019,1
P297d12820e,2019,1
Ped6b9a1a7c,2019,1
P6f1d3c64d2,2019,1
P4ebfdd4833,2019,1
Pa4c28f80ad,2019,1
P714602a9aa,2019,1
P6a5f6ac2d8,2019,1
P7c5888ec9d,2019,1
Pd17e70140c,2019,1
Pba03162225,2019,1
Pb15c668c3a,2019,1
P2c24c6affb,2019,1
Pd50729b5d0,2019,1
Pe661d7acde,2019,1
P37457bff4f,2019,0
P2f4b26e6e1,2019,1
Pb69fbd28c6,2019,1
P5c11762ec9,2019,1
Pb16e641fe9,2019,1
Pb14f594f0a,2019,1
P8209ad6040,2019,1
P6a3fce0af3,2019,0
P6b5b70ee01,2019,0
P338a42b9d0,2019,1
Pc1416b3728,2019,0
Pab169ed872,2019,1
Pd88f1bdac2,2019,1
P7ff4af5e7c,2019,1
Pefa2378416,2019,1
P8df31bfe17,2019,0
P90a39c14ab,2019,1
P9b3e496395,2019,1
P2084d7c5fc,2019,1
P4832cf3ea3,2019,1
Pf6db5ed983,2019,1
P4797fb50d3,2019,1
P023bbe5ec1,2019,1
Pf1b3205a09,2019,1
P027da49c30,2019,1
Pc53511377b,2019,0
P2bdd03741b,2019,1
P6336d0d324,2019,1
P277650e4b3,2019,1
P484d9844af,2019,0
P90d8771ad4,2019,0
P026aafcf31,2019,0
Ped12aa913a,2019,0
P2318b539a3,2019,0
P3e9c3ca3d7,2019,0
P7d0e11d7f1,2019,0
Pca926e63d0,2019,0
P804e0e2e1c,2019,0
Pe19880ee92,2019,0
P52c5169542,2019,0
P0be342d921,2019,0
P77bf4c6cd4,2019,0
P2b2d444bdd,2019,0
P90844406b5,2019,0
P53a27c701d,2019,0
P34557a899a,2019,0
Pf0f9e6d8f5,2019,0
P6514225148,2019,0
Pbda39b05ec,2019,0
P4043f1171e,2019,0
P20a99f84fd,2019,0
P41398f1a21,2019,0
Pfa2560441b,2019,0
Pf450c7fe3d,2019,0
P4516ced6d5,2019,0
P1a41a85440,2019,0
P2185571f79,2019,0
Pb14e5c1c97,2019,0
P9308e80088,2019,0
P19aaf87bc8,2019,0
Pa5b07b6f43,2019,0
P1464c171bc,2019,0
Pbafaf944fd,2019,0
P25c1384060,2019,0
P7c241c8e95,2019,0
Pb0f44d6b69,2019,0
Pbac78302af,2019,0
P56aec34978,2019,0
P76d288c08d,2019,0
Pb1eb09fa94,2019,0
P03938af6ae,2019,0
P7a85c71bc1,2019,0
Pc7623d005f,2019,0
P920b587915,2019,0
P48e78aee32,2019,0
P73b9dbd92b,2019,0
P71e4b2b4d3,2019,0
P6d3980e9f0,2019,0
