pid,draft_year,site,rank,ts
P204a101867,2017,cbs,24,20170621190055
P2ad4235514,2017,cbs,25,20170621190055
P032d23c9d9,2017,cbs,26,20170621190055
P2e6be7d23b,2017,cbs,27,20170621190055
P1ea9c7c88d,2017,cbs,28,20170621190055
P38e6db5ca1,2017,cbs,29,20170621190055
P63f00af37c,2017,cbs,30,20170621190055
Pc4f84bc197,2017,cbs,31,20170621190055
Pe5fb05fea3,2017,cbs,32,20170621190055
Pf781dda14b,2017,cbs,33,20170621190055
P16938f3fa9,2017,cbs,34,20170621190055
Pa79b34cca8,2017,cbs,35,20170621190055
P5351e63d76,2017,cbs,36,20170621190055
P459acdec33,2017,cbs,37,20170621190055
P551a484de7,2017,cbs,38,20170621190055
P1804943702,2017,cbs,39,20170621190055
P964dd1e5f4,2017,cbs,40,20170621190055
Pdb78b3595b,2017,cbs,41,20170621190055
P5f230da818,2017,cbs,42,20170621190055
P2acab9acdb,2017,cbs,43,20170621190055
P86ef73625c,2017,cbs,44,20170621190055
P10187f6389,2017,cbs,45,20170621190055
Pa76a1ce248,2017,cbs,46,20170621190055
Pc32fe4a167,2017,cbs,47,20170621190055
P74d19df6a2,2017,cbs,48,20170621190055
P0d567b6867,2017,cbs,49,20170621190055
P705a98169f,2017,cbs,50,20170621190055
Pfde95d41d3,2017,cbs,51,20170621190055
Pba3a4faeb9,2017,cbs,52,20170621190055
P9f172daeb6,2017,cbs,53,20170621190055
Pea59b43adb,2017,cbs,54,20170621190055
P22340c4458,2017,cbs,55,20170621190055
Pd59c0506ca,2017,cbs,56,20170621190055
Pfaef4e4fa0,2017,cbs,57,20170621190055
P58604dcdcf,2017,cbs,58,20170621190055
P42302cf51e,2017,cbs,59,20170621190055
P55d017c927,2018,tankathon,1,20180620053309
P42b9d239c3,2018,tankathon,2,20180620053309
Pcaa6f4e965,2018,tankathon,3,20180620053309
Pae17b87a4a,2018,tankathon,4,20180620053309
Pd4282e2cb6,2018,tankathon,5,20180620053309
P17f11f33c2,2018,tankathon,6,20180620053309
P6f990ff013,2018,tankathon,7,20180620053309
P946b6a7bec,2018,tankathon,8,20180620053309
Peb77360d78,2018,tankathon,9,20180620053309
P4467431c36,2018,tankathon,10,20180620053309
P50c2524b85,2018,tankathon,11,20180620053309
P5e4a09f56c,2018,tankathon,12,20180620053309
P57ab80ef44,2018,tankathon,13,20180620053309
P8926a62cc8,2018,tankathon,14,20180620053309
P75b2e5cfed,2018,tankathon,15,20180620053309
P1f3e01b488,2018,tankathon,16,20180620053309
P6ab3598ab0,2018,tankathon,17,20180620053309
Pcabff956fe,2018,tankathon,18,20180620053309
P26d2a90c5b,2018,tankathon,19,20180620053309
Pf5ec6d144b,2018,tankathon,20,20180620053309
P4d03279429,2018,tankathon,21,20180620053309
P6786e0dd88,2018,tankathon,22,20180620053309
P58e5b2eaa8,2018,tankathon,23,20180620053309
Pd064221ae2,2018,tankathon,24,20180620053309
P9106a597f3,2018,tankathon,25,20180620053309
P9f769e6678,2018,tankathon,26,20180620053309
P8eec131338,2018,tankathon,27,20180620053309
P61add2364f,2018,tankathon,28,20180620053309
Pb53e68dfee,2018,tankathon,29,20180620053309
Pf271325d7b,2018,tankathon,30,20180620053309
P82bbff96e6,2018,tankathon,31,20180620053309
Pbe6b6d05a9,2018,tankathon,32,20180620053309
Pdb9cad4004,2018,tankathon,33,20180620053309
P8ecb19c544,2018,tankathon,34,20180620053309
P27d264f43c,2018,tankathon,35,20180620053309
Paa92a86ff3,2018,tankathon,36,20180620053309
P15b5ca7021,2018,tankathon,37,20180620053309
P379ec45447,2018,tankathon,38,20180620053309
Pe581c6d22f,2018,tankathon,39,20180620053309
P688b157768,2018,tankathon,40,20180620053309
P5da3d9ffcd,2018,tankathon,41,20180620053309
Pefc5241948,2018,tankathon,42,20180620053309
Pf507011aa5,2018,tankathon,43,20180620053309
P3e065b4b4e,2018,tankathon,44,20180620053309
Pf2fe8710f7,2018,tankathon,45,20180620053309
P3f77f707c0,2018,tankathon,46,20180620053309
P15b4774186,2018,tankathon,47,20180620053309
Pa08fe4841f,2018,tankathon,48,20180620053309
P1a46c41bff,2018,tankathon,49,20180620053309
P5ff9cbca0f,2018,tankathon,50,20180620053309
P67e5a8f825,2018,tankathon,51,20180620053309
P3e655a07ed,2018,tankathon,52,20180620053309
Pbb5225b691,2018,tankathon,53,20180620053309
P4ebe015218,2018,tankathon,54,20180620053309
P00e7133fc6,2019,tankathon,1,20190616053045
Pfe4fcea486,2019,tankathon,2,20190616053045
Pa9cae64430,2019,tankathon,3,20190616053045
Pbc4309c829,2019,tankathon,4,20190616053045
P846172a369,2019,tankathon,5,20190616053045
P297d12820e,2019,tankathon,6,20190616053045
P43dec358d1,2019,tankathon,7,20190616053045
P2f61c21e93,2019,tankathon,8,20190616053045
P9540818d9f,2019,tankathon,9,20190616053045
Ped6b9a1a7c,2019,tankathon,10,20190616053045
Peecc71d248,2019,tankathon,11,20190616053045
P273938bb97,2019,tankathon,12,20190616053045
P4a79c6caeb,2019,tankathon,13,20190616053045
P5277c76d51,2019,tankathon,14,20190616053045
P6a5f6ac2d8,2019,tankathon,15,20190616053045
P714602a9aa,2019,tankathon,16,20190616053045
P6f1d3c64d2,2019,tankathon,17,20190616053045
Pbea2d75e26,2019,tankathon,18,20190616053045
Pa4c28f80ad,2019,tankathon,19,20190616053045
Pba03162225,2019,tankathon,20,20190616053045
P4ebfdd4833,2019,tankathon,21,20190616053045
Pb14f594f0a,2019,tankathon,22,20190616053045
P9b3e496395,2019,tankathon,23,20190616053045
P023bbe5ec1,2019,tankathon,24,20190616053045
P4832cf3ea3,2019,tankathon,25,20190616053045
P8209ad6040,2019,tankathon,26,20190616053045
Pd17e70140c,2019,tankathon,27,20190616053045
P5cd98708f1,2019,tankathon,28,20190616053045
Pe661d7acde,2019,tankathon,29,20190616053045
Pb16e641fe9,2019,tankathon,30,20190616053045
Pb15c668c3a,2019,tankathon,31,20190616053045
P37457bff4f,2019,tankathon,32,20190616053045
P14a01dedf9,2019,tankathon,33,20190616053045
Pf1b3205a09,2019,tankathon,34,20190616053045
P5c11762ec9,2019,tankathon,35,20190616053045
P7c5888ec9d,2019,tankathon,36,20190616053045
P2f4b26e6e1,2019,tankathon,37,20190616053045
P90a39c14ab,2019,tankathon,38,20190616053045
P7ff4af5e7c,2019,tankathon,39,20190616053045
P027da49c30,2019,tankathon,40,20190616053045
P519f028bfb,2019,tankathon,41,20190616053045
P2084d7c5fc,2019,tankathon,42,20190616053045
P6b5b70ee01,2019,tankathon,43,20190616053045
P6a3fce0af3,2019,tankathon,44,20190616053045
P338a42b9d0,2019,tankathon,45,20190616053045
Pc1416b3728,2019,tankathon,46,20190616053045
P19aaf87bc8,2019,tankathon,47,20190616053045
P8df31bfe17,2019,tankathon,48,20190616053045
P1ddfe32e8c,2019,tankathon,49,20190616053045
Pd88f1bdac2,2019,tankathon,50,20190616053045
Pcb86ff794b,2019,tankathon,51,20190616053045
Pb69fbd28c6,2019,tankathon,52,20190616053045
P48e78aee32,2019,tankathon,53,20190616053045
P1a41a85440,2019,tankathon,54,20190616053045
P8534216773,2019,tankathon,55,20190616053045
P00e7133fc6,2019,cbs,1,20190618223858
Pfe4fcea486,2019,cbs,2,20190618223858
Pa9cae64430,2019,cbs,3,20190618223858
Pbc4309c829,2019,cbs,4,20190618223858
P846172a369,2019,cbs,5,20190618223858
P297d12820e,2019,cbs,6,20190618223858
P43dec358d1,2019,cbs,7,20190618223858
P2f61c21e93,2019,cbs,8,20190618223858
P9540818d9f,2019,cbs,9,20190618223858
Ped6b9a1a7c,2019,cbs,10,20190618223858
Peecc71d248,2019,cbs,11,20190618223858
Pba03162225,2019,cbs,12,20190618223858
P6a5f6ac2d8,2019,cbs,13,20190618223858
P5277c76d51,2019,cbs,14,20190618223858
P714602a9aa,2019,cbs,15,20190618223858
P4ebfdd4833,2019,cbs,16,20190618223858
P4a79c6caeb,2019,cbs,17,20190618223858
P6f1d3c64d2,2019,cbs,18,20190618223858
Pbea2d75e26,2019,cbs,19,20190618223858
Pa4c28f80ad,2019,cbs,20,20190618223858
Pb14f594f0a,2019,cbs,21,20190618223858
P8209ad6040,2019,cbs,22,20190618223858
P273938bb97,2019,cbs,23,20190618223858
Pb16e641fe9,2019,cbs,24,20190618223858
P023bbe5ec1,2019,cbs,25,20190618223858
Pe661d7acde,2019,cbs,26,20190618223858
P4832cf3ea3,2019,cbs,27,20190618223858
P7ff4af5e7c,2019,cbs,28,20190618223858
P5cd98708f1,2019,cbs,29,20190618223858
P14a01dedf9,2019,cbs,30,20190618223858
P2084d7c5fc,2019,cbs,31,20190618223858
P37457bff4f,2019,cbs,32,20190618223858
Pd17e70140c,2019,cbs,33,20190618223858
Pf1b3205a09,2019,cbs,34,20190618223858
P5c11762ec9,2019,cbs,35,20190618223858
P35f0fb7731,2020,tankathon,1,20201102061915
Pa430d00e1f,2020,tankathon,2,20201102061915
Pba698d642d,2020,tankathon,3,20201102061915
P3ff36ffdc1,2020,tankathon,4,20201102061915
P41612ab4e2,2020,tankathon,5,20201102061915
Pfe5913c014,2020,tankathon,6,20201102061915
P7699b7f669,2020,tankathon,7,20201102061915
P1388f2fd26,2020,tankathon,8,20201102061915
P6232d5a44f,2020,tankathon,9,20201102061915
Pb7d583a85a,2020,tankathon,10,20201102061915
Pd70c9ef8df,2020,tankathon,11,20201102061915
Pe6c9de6d86,2020,tankathon,12,20201102061915
P04526b8576,2020,tankathon,13,20201102061915
P272ac40c3c,2020,tankathon,14,20201102061915
P0df73941d8,2020,tankathon,15,20201102061915
P3c885ec031,2020,tankathon,16,20201102061915
P90a7395cb0,2020,tankathon,17,20201102061915
P842bafbfda,2020,tankathon,18,20201102061915
P0cd98a270c,2020,tankathon,19,20201102061915
P388cb0d5da,2020,tankathon,20,20201102061915
P289da7f9c1,2020,tankathon,21,20201102061915
Pa3fa433740,2020,tankathon,22,20201102061915
Pde7308c87b,2020,tankathon,23,20201102061915
Pe0b660d280,2020,tankathon,24,20201102061915
P87be528da0,2020,tankathon,25,20201102061915
P5be180758a,2020,tankathon,26,20201102061915
P32d7e7e1eb,2020,tankathon,27,20201102061915
P716f6175e4,2020,tankathon,28,20201102061915
P69f4c7679c,2020,tankathon,29,20201102061915
Pad0b972baf,2020,tankathon,30,20201102061915
P04282e0cbf,2020,tankathon,31,20201102061915
Pa7dbf13041,2020,tankathon,32,20201102061915
Pc2d24d5902,2020,tankathon,33,20201102061915
P429838957d,2020,tankathon,34,20201102061915
Pe237a28a37,2020,tankathon,35,20201102061915
P08bc96e9be,2020,tankathon,36,20201102061915
P1cf3ac09b1,2020,tankathon,37,20201102061915
P1f88525e9f,2020,tankathon,38,20201102061915
P866e6f90bf,2020,tankathon,39,20201102061915
Pb3e461d4cf,2020,tankathon,40,20201102061915
P9d5ce33ec0,2020,tankathon,41,20201102061915
P48772fff87,2020,tankathon,42,20201102061915
P076dcdb147,2020,tankathon,43,20201102061915
P9cddcdc1ad,2020,tankathon,44,20201102061915
P98391b949f,2020,tankathon,45,20201102061915
Pdc49b6ecb0,2020,tankathon,46,20201102061915
P170284fab5,2020,tankathon,47,20201102061915
P2ca61183dc,2020,tankathon,48,20201102061915
Pdc083a80a9,2020,tankathon,49,20201102061915
P8884c4fd03,2020,tankathon,50,20201102061915
P63236d3a70,2020,tankathon,51,20201102061915
Pf46613d969,2020,tankathon,52,20201102061915
Pceb9387e05,2020,tankathon,53,20201102061915
P34a08a87d4,2020,tankathon,54,20201102061915
P2b95cb9990,2020,tankathon,55,20201102061915
Pd3cfd798be,2020,tankathon,56,20201102061915
P539176b694,2020,tankathon,57,20201102061915
P3ff36ffdc1,2020,draftroom,1,20201112003345
Pba698d642d,2020,draftroom,2,20201112003345
P35f0fb7731,2020,draftroom,3,20201112003345
Pa430d00e1f,2020,draftroom,4,20201112003345
P6232d5a44f,2020,draftroom,5,20201112003345
P41612ab4e2,2020,draftroom,6,20201112003345
P272ac40c3c,2020,draftroom,7,20201112003345
Pfe5913c014,2020,draftroom,8,20201112003345
P7699b7f669,2020,draftroom,9,20201112003345
P1388f2fd26,2020,draftroom,10,20201112003345
Pd70c9ef8df,2020,draftroom,11,20201112003345
P04526b8576,2020,draftroom,12,20201112003345
P0df73941d8,2020,draftroom,13,20201112003345
Pb7d583a85a,2020,draftroom,14,20201112003345
P3c885ec031,2020,draftroom,15,20201112003345
Pe6c9de6d86,2020,draftroom,16,20201112003345
P90a7395cb0,2020,draftroom,17,20201112003345
Pa3fa433740,2020,draftroom,18,20201112003345
Pe0b660d280,2020,draftroom,19,20201112003345
P289da7f9c1,2020,draftroom,20,20201112003345
P0cd98a270c,2020,draftroom,21,20201112003345
P04282e0cbf,2020,draftroom,22,20201112003345
P388cb0d5da,2020,draftroom,23,20201112003345
P5be180758a,2020,draftroom,24,20201112003345
Pe237a28a37,2020,draftroom,25,20201112003345
Pdc49b6ecb0,2020,draftroom,26,20201112003345
Pa7dbf13041,2020,draftroom,27,20201112003345
Pdc083a80a9,2020,draftroom,28,20201112003345
P170284fab5,2020,draftroom,29,20201112003345
P842bafbfda,2020,draftroom,30,20201112003345
P61afdc25a4,2021,tankathon,1,20210722210653
P64263ced9d,2021,tankathon,2,20210722210653
Pc3e0235987,2021,tankathon,3,20210722210653
Pc97a1282a3,2021,tankathon,4,20210722210653
P45a39b68c1,2021,tankathon,5,20210722210653
P7dcdc4ccdd,2021,tankathon,6,20210722210653
P721d8fa8f9,2021,tankathon,7,20210722210653
Pb2632428b5,2021,tankathon,8,20210722210653
Pb3cfb2c388,2021,tankathon,9,20210722210653
P854a3a23a2,2021,tankathon,10,20210722210653
P392363bcf2,2021,tankathon,11,20210722210653
Pa0882490f6,2021,tankathon,12,20210722210653
P2c8aa67899,2021,tankathon,13,20210722210653
P0057628fa2,2021,tankathon,14,20210722210653
Pa090759337,2021,tankathon,15,20210722210653
P69549f38f2,2021,tankathon,16,20210722210653
P05f9ca4653,2021,tankathon,17,20210722210653
P90b2305671,2021,tankathon,18,20210722210653
P87ada0d006,2021,tankathon,19,20210722210653
P9e82692a6d,2021,tankathon,20,20210722210653
P1e1b55c58c,2021,tankathon,21,20210722210653
P54240b8a24,2021,tankathon,22,20210722210653
P4110110f37,2021,tankathon,23,20210722210653
P82dc635a40,2021,tankathon,24,20210722210653
Pf0fd005549,2021,tankathon,25,20210722210653
P9fd480084b,2021,tankathon,26,20210722210653
P6680e3073f,2021,tankathon,27,20210722210653
P88205fde52,2021,tankathon,28,20210722210653
Pfce02776de,2021,tankathon,29,20210722210653
P9badd97dfe,2021,tankathon,30,20210722210653
P30169adef4,2021,tankathon,31,20210722210653
Pf6213e9937,2021,tankathon,32,20210722210653
Pe728a39ea0,2021,tankathon,33,20210722210653
P90932c4b0a,2021,tankathon,34,20210722210653
Pe225c37146,2021,tankathon,35,20210722210653
P606c98790a,2021,tankathon,36,20210722210653
Pc624860c4a,2021,tankathon,37,20210722210653
P5480a34012,2021,tankathon,38,20210722210653
P30aaba02d5,2021,tankathon,39,20210722210653
P21372aaded,2021,tankathon,40,20210722210653
P3364db28a5,2021,tankathon,41,20210722210653
Pc131e1ee6f,2021,tankathon,42,20210722210653
Pbfadf35dca,2021,tankathon,43,20210722210653
P9adb5133bc,2021,tankathon,44,20210722210653
Pb1d56c9c96,2021,tankathon,45,20210722210653
Pac178f1473,2021,tankathon,46,20210722210653
P4e35bd6add,2021,tankathon,47,20210722210653
Pc9a85d9349,2021,tankathon,48,20210722210653
P41bcb3bebd,2021,tankathon,49,20210722210653
P60da7b4537,2021,tankathon,50,20210722210653
P0326e23b0d,2021,tankathon,51,20210722210653
P2b13664da5,2021,tankathon,52,20210722210653
P130d4826ef,2021,tankathon,53,20210722210653
P152905cef4,2021,tankathon,54,20210722210653
P479c1cba2f,2021,tankathon,55,20210722210653
P61afdc25a4,2021,nbadraft,1,20210722210648
P64263ced9d,2021,nbadraft,2,20210722210648
Pc3e0235987,2021,nbadraft,3,20210722210648
Pc97a1282a3,2021,nbadraft,4,20210722210648
P7dcdc4ccdd,2021,nbadraft,5,20210722210648
P45a39b68c1,2021,nbadraft,6,20210722210648
Pa090759337,2021,nbadraft,7,20210722210648
P721d8fa8f9,2021,nbadraft,8,20210722210648
Pb2632428b5,2021,nbadraft,9,20210722210648
P392363bcf2,2021,nbadraft,10,20210722210648
P69549f38f2,2021,nbadraft,11,20210722210648
P854a3a23a2,2021,nbadraft,12,20210722210648
P2c8aa67899,2021,nbadraft,13,20210722210648
P9e82692a6d,2021,nbadraft,14,20210722210648
P05f9ca4653,2021,nbadraft,15,20210722210648
P54240b8a24,2021,nbadraft,16,20210722210648
P0057628fa2,2021,nbadraft,17,20210722210648
Pa0882490f6,2021,nbadraft,18,20210722210648
P606c98790a,2021,nbadraft,19,20210722210648
Pf0fd005549,2021,nbadraft,20,20210722210648
P87ada0d006,2021,nbadraft,21,20210722210648
Pf6213e9937,2021,nbadraft,22,20210722210648
Pb3cfb2c388,2021,nbadraft,23,20210722210648
P4e35bd6add,2021,nbadraft,24,20210722210648
P90b2305671,2021,nbadraft,25,20210722210648
Pfce02776de,2021,nbadraft,26,20210722210648
P82dc635a40,2021,nbadraft,27,20210722210648
P9badd97dfe,2021,nbadraft,28,20210722210648
Pb1d56c9c96,2021,nbadraft,29,20210722210648
P9fd480084b,2021,nbadraft,30,20210722210648
P4110110f37,2021,nbadraft,31,20210722210648
P0326e23b0d,2021,nbadraft,32,20210722210648
P1e1b55c58c,2021,nbadraft,33,20210722210648
Pac178f1473,2021,nbadraft,34,20210722210648
P6680e3073f,2021,nbadraft,35,20210722210648
Pc131e1ee6f,2021,nbadraft,36,20210722210648
Pc624860c4a,2021,nbadraft,37,20210722210648
P21372aaded,2021,nbadraft,38,20210722210648
Pba95727095,2021,nbadraft,39,20210722210648
P152905cef4,2021,nbadraft,40,20210722210648
P30aaba02d5,2021,nbadraft,41,20210722210648
P621ab8f1c3,2021,nbadraft,42,20210722210648
Pbfadf35dca,2021,nbadraft,43,20210722210648
Pe225c37146,2021,nbadraft,44,20210722210648
P77f7109f5b,2021,nbadraft,45,20210722210648
Pe728a39ea0,2021,nbadraft,46,20210722210648
