pid,sc_athleticism,sc_size,sc_defense,sc_strength,sc_quickness,sc_leadership,sc_jumpshot,sc_nbaready,sc_potential,sc_intangibles,sc_ballhandling,sc_passing,sc_rebounding,sc_postskills,sc_overall,sc_intang_lead,sc_kw_injury,sc_kw_upside,sc_kw_motor,sc_kw_character,sc_kw_shooting_concern,sc_kw_nba_ready,sc_words_strengths,sc_words_weaknesses,sc_capture_days_before_draft,sc_has_profile
Pffd0721d82,,,,,,,,,,,,,,,,,,,,,,,,,,0
P984d62c606,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbc201d669f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8eebd87e26,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcc92138fb2,,,,,,,,,,,,,,,,,,,,,,,,,,0
Paf7b3d5c90,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb3e080e381,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8438cd9418,,,,,,,,,,,,,,,,,,,,,,,,,,0
P20571734e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P46af6c0052,,,,,,,,,,,,,,,,,,,,,,,,,,0
P92a5884e77,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd2c0348ebe,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pfa91aaf1ef,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe4ea2d8948,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf2b6b60b16,,,,,,,,,,,,,,,,,,,,,,,,,,0
P379acc01ca,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc7cce81961,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8176cc6d95,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7d5e80b812,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd53814d6fa,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6ce52469e7,,,,,,,,,,,,,,,,,,,,,,,,,,0
P35d8517b9d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd6e783f74c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P27d4bedf9b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P51ef89c5e3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P391abc2490,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8cdc1bb5f1,,,,,,,,,,,,,,,,,,,,,,,,,,0
P80665441e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2b413e3467,,,,,,,,,,,,,,,,,,,,,,,,,,0
P16796cf3ab,,,,,,,,,,,,,,,,,,,,,,,,,,0
P23c2e6b3e7,,,,,,,,,,,,,,,,,,,,,,,,,,0
P868c4004ba,,,,,,,,,,,,,,,,,,,,,,,,,,0
P630cc033c0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P34cc8e28e0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pddd42c77c5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P099a8d0c1c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3470a61a00,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5afd5b991d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5e4491e5c3,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc047806c80,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf804162018,,,,,,,,,,,,,,,,,,,,,,,,,,0
P572a4194e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P42d0d6de9a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcb4360a784,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pff47b96114,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2f15d5867f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8a3b7b6860,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9f246cdbe1,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf4d4553b6f,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc295aab61a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P471bec0288,,,,,,,,,,,,,,,,,,,,,,,,,,0
P81f3558def,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdd972253d5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P959d20dcac,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9cbbbfe0cc,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa4dad52ff4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P311b5f6b41,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6f59c256f3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5ea12f1777,,,,,,,,,,,,,,,,,,,,,,,,,,0
P17786d3599,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd11ab06c36,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3e3a854ff5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8c537f5a4d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe68742d859,,,,,,,,,,,,,,,,,,,,,,,,,,0
P13a7a5112c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdb057d444b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P690d8b352a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P19de9513b3,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc6a39f466a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd382320a3c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Peb2d46202e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P83f985b4bd,,,,,,,,,,,,,,,,,,,,,,,,,,0
P74b9613d69,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pce1d0d3699,,,,,,,,,,,,,,,,,,,,,,,,,,0
P01bc9a886e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6b0e9b0b2a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P11475d8eed,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf72d9be4b9,,,,,,,,,,,,,,,,,,,,,,,,,,0
P43e7adb565,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdacd6ab94d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P63a21fbef6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P74b71b0d31,,,,,,,,,,,,,,,,,,,,,,,,,,0
P83f12f36b1,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1378011126,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2b78092e41,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbb4d6101de,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1dfb3826fd,,,,,,,,,,,,,,,,,,,,,,,,,,0
P38dadf836a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0820723beb,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb5af3844f5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P927dcf71a8,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf4d757d073,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5840594df8,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5b1d935a26,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc067530e3e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P21b2b49a34,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb87f242f46,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd650e439a2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5104e01e75,,,,,,,,,,,,,,,,,,,,,,,,,,0
P32b8c3a5cb,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbe0a02c2fd,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa68189cdce,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pef98a54ad0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3928bad8a7,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb945050559,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf0c178cb1c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7f2c8eb929,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd7ea309dee,,,,,,,,,,,,,,,,,,,,,,,,,,0
P16dd82b034,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc1044ed1f5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P403a83bdf0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdf59a363f3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1259ebdf13,,,,,,,,,,,,,,,,,,,,,,,,,,0
P55b27de869,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa09c3091c5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0a4d4ad000,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf7c6d819f2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P023105521e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P063b0ea350,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4abddfb1a4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0ad0c7ed95,,,,,,,,,,,,,,,,,,,,,,,,,,0
P26b57d2aae,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbd8640195d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf1999192da,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3914f363fb,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8b388e1924,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6c71d953b6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf747d30e9b,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc378586c43,,,,,,,,,,,,,,,,,,,,,,,,,,0
P485a20a47a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pff1fab2e32,,,,,,,,,,,,,,,,,,,,,,,,,,0
P27f732ca1a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P49164b4255,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd31d743729,,,,,,,,,,,,,,,,,,,,,,,,,,0
P91b09695de,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa1953f4a95,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf919ba1bb3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4634e39421,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4b8155700b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P05061c84a0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P14d000eef5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4dc7399d2c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P40fd812f54,,,,,,,,,,,,,,,,,,,,,,,,,,0
P058ee51b71,,,,,,,,,,,,,,,,,,,,,,,,,,0
P54e5c21a96,,,,,,,,,,,,,,,,,,,,,,,,,,0
P78afb3722d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd47bfc21b1,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe056071397,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe5c2b5692d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P74ff916074,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8b41334856,,,,,,,,,,,,,,,,,,,,,,,,,,0
P924fa678bb,,,,,,,,,,,,,,,,,,,,,,,,,,0
P842513fba1,,,,,,,,,,,,,,,,,,,,,,,,,,0
P574724b2cd,,,,,,,,,,,,,,,,,,,,,,,,,,0
P570dcb4282,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6f3dd59527,,,,,,,,,,,,,,,,,,,,,,,,,,0
P20a1183fcf,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdb7c6b10a9,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1bf2734620,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb01091942c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P51a666d7f5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7781579610,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pad940d555c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pce8689cb8f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P641f1ca8a3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P82e987418b,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe4baee43bf,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa760c9001c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6565076e45,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2650c293bf,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9a20aba619,,,,,,,,,,,,,,,,,,,,,,,,,,0
Peed487fb04,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa24efaf8fd,,,,,,,,,,,,,,,,,,,,,,,,,,0
P156589bd1a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P117ae491b1,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pec84345bbc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4bb660105c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P09caf918fb,,,,,,,,,,,,,,,,,,,,,,,,,,0
P20979c9b9c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pac436e0a75,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc858ff68e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P552922b6fa,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb8998ddf4a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7363f8a8b4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6f687d1dcc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P633e796e6a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf037b649bc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5551ba72f6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcbdc976fea,,,,,,,,,,,,,,,,,,,,,,,,,,0
P40d4a587d5,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd1e1adb03d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3bad279cb0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4c433fbf72,,,,,,,,,,,,,,,,,,,,,,,,,,0
P09e349620c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2611750e05,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa0908fe6ff,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe77ed0b343,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb87d740adf,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3765a7e186,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2815fbec81,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe047befac5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5fde6f13a3,,,,,,,,,,,,,,,,,,,,,,,,,,0
P05a3993fb1,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd12b8cef29,,,,,,,,,,,,,,,,,,,,,,,,,,0
P85ac223123,,,,,,,,,,,,,,,,,,,,,,,,,,0
P15657a7054,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8be75213cc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9ba3c3f8a6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbdc6b072d0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P87e51fede0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2224af8be2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5713a8b541,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pba0c961d37,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbcd324b348,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pea4d2012e7,,,,,,,,,,,,,,,,,,,,,,,,,,0
P23d9f5804f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4a79922b86,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd35ff5934d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pad16010a79,,,,,,,,,,,,,,,,,,,,,,,,,,0
P12dc2a4dac,,,,,,,,,,,,,,,,,,,,,,,,,,0
P49b077589e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8bc7e2260e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P25a045baff,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd84423f7e2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P243742fc34,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdd125f24cc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P61624e71c6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc544b8efa0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2f5200d27c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd6f3aa739f,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb70d7d0b57,,,,,,,,,,,,,,,,,,,,,,,,,,0
P41fad117db,,,,,,,,,,,,,,,,,,,,,,,,,,0
P473b24f6eb,,,,,,,,,,,,,,,,,,,,,,,,,,0
P42adf8ab25,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd9ad951135,,,,,,,,,,,,,,,,,,,,,,,,,,0
P168e9ad8d4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1311f2955b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6950e00d3b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6a22b03d03,,,,,,,,,,,,,,,,,,,,,,,,,,0
P56d107e80a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P971be31864,,,,,,,,,,,,,,,,,,,,,,,,,,0
P40c501f5d6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7703cc27be,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6525188e53,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf6d18cb839,,,,,,,,,,,,,,,,,,,,,,,,,,0
P67d2056db6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8e68185705,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1a6f58deb5,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb380360b47,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcd53db286a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcfbeb8a341,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0f110bb83f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P93e1b535ab,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd1415c96b7,,,,,,,,,,,,,,,,,,,,,,,,,,0
Peefc30f89c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf5e2b9f7f1,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pac5bd0e496,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcb5c1e8ac6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P544e2d56ac,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa610141ccc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1605b30cec,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc86b9a08db,,,,,,,,,,,,,,,,,,,,,,,,,,0
P49a2cdbcb5,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd5893ad4c2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P71e6d4319f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P586a0d2a81,,,,,,,,,,,,,,,,,,,,,,,,,,0
P02f9f17423,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9bd8ef5672,,,,,,,,,,,,,,,,,,,,,,,,,,0
P801bf131e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd175d5631f,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc47bd1a1ea,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pa5107e2b9c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pda7f31dba8,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5c6144028a,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf75a340b58,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2d45174d7f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P722aa856f7,,,,,,,,,,,,,,,,,,,,,,,,,,0
P552ea773e2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P67ee7c4408,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdfe2a49906,,,,,,,,,,,,,,,,,,,,,,,,,,0
Peda84f3898,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd43d378f42,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2e38e474e2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P376f10f64c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pab86c7dfaf,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5f07dfebd6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4e0fbd7a78,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf1e6555cfc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7c81e9aca5,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7e5e28e6b3,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pdb3f441dab,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4afc5fb3f7,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pfcb4575061,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pffe825f9b7,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3d1eff1bca,,,,,,,,,,,,,,,,,,,,,,,,,,0
P969f2b1c13,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd19bde5a19,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc3a5f10000,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0157d20b94,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pda7ff44e77,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0e7908a570,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4b0ccf34e0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pab534e249b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P9f5758481a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P41bc73e83b,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe67238da8c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbbde966f1e,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pad8df3794d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P51f87bc5f4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7c1c1e7eac,,,,,,,,,,,,,,,,,,,,,,,,,,0
P246009ab63,,,,,,,,,,,,,,,,,,,,,,,,,,0
P486b5c76fa,,,,,,,,,,,,,,,,,,,,,,,,,,0
P82dd1ca59f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8482acfde2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2fe87c73a6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6dfb5df5c6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1ca581fef0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc9371b494a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4b06d66b80,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pf14243ec5e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P79f9e777a1,,,,,,,,,,,,,,,,,,,,,,,,,,0
P951f092ec6,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb047bb4747,,,,,,,,,,,,,,,,,,,,,,,,,,0
P28594efa12,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2bc925c307,,,,,,,,,,,,,,,,,,,,,,,,,,0
P94bbcbe8b9,,,,,,,,,,,,,,,,,,,,,,,,,,0
P267f5baf8e,,,,,,,,,,,,,,,,,,,,,,,,,,0
P103e95dd1f,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc90f94ed67,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc9bef9c2e0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pbbe7c2361f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2528efc939,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc06b79b843,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8ff779ec76,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb7bd8922eb,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pfa9e39fc67,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb00deeb55d,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6e6a2db0d6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3b02df9dfc,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4b40cf78ae,,,,,,,,,,,,,,,,,,,,,,,,,,0
P16bd14d8e6,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5c990faeef,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pd2241d6e4b,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb36450dd54,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pb48635a7c4,,,,,,,,,,,,,,,,,,,,,,,,,,0
P146ec7320a,,,,,,,,,,,,,,,,,,,,,,,,,,0
P26f8dd510c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2acc089d0e,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe2d0a4cddd,,,,,,,,,,,,,,,,,,,,,,,,,,0
P22c8154970,,,,,,,,,,,,,,,,,,,,,,,,,,0
P1738f63a26,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7b8c6b66e0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3391f209f3,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pad8e6fd6b0,,,,,,,,,,,,,,,,,,,,,,,,,,0
P52f9046b71,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4417860ddd,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pef77516e2b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4c4f563b8c,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc430805a15,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7ef2b1cf05,,,,,,,,,,,,,,,,,,,,,,,,,,0
P60425a0c89,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pab257f8a15,,,,,,,,,,,,,,,,,,,,,,,,,,0
P20418f8d52,,,,,,,,,,,,,,,,,,,,,,,,,,0
P0086aec335,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pe79f6d1bdb,,,,,,,,,,,,,,,,,,,,,,,,,,0
P8afd917a6c,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2d06a24aee,,,,,,,,,,,,,,,,,,,,,,,,,,0
P7d7c4d5568,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pcb72b419f2,,,,,,,,,,,,,,,,,,,,,,,,,,0
P57a6e7dc53,,,,,,,,,,,,,,,,,,,,,,,,,,0
P38fd19ed26,,,,,,,,,,,,,,,,,,,,,,,,,,0
P117b8ca478,,,,,,,,,,,,,,,,,,,,,,,,,,0
P6fd4123c4d,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc99e2f6730,,,,,,,,,,,,,,,,,,,,,,,,,,0
P2805efe438,,,,,,,,,,,,,,,,,,,,,,,,,,0
P4f7ec9f72f,,,,,,,,,,,,,,,,,,,,,,,,,,0
P57802757ed,,,,,,,,,,,,,,,,,,,,,,,,,,0
P3326a2a68b,,,,,,,,,,,,,,,,,,,,,,,,,,0
P977d8b209e,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pc643573699,,,,,,,,,,,,,,,,,,,,,,,,,,0
P5e4e4a8cf1,,,,,,,,,,,,,,,,,,,,,,,,,,0
