pid,fy_has_youth,fy_n_tournaments,fy_best_level,fy_age_rel_last,fy_age_rel_min,fy_underage_flag,fy_pts40_z_last,fy_pir40_z_last,fy_ts_z_last,fy_ast40_z_last,fy_stl_blk40_z_last,fy_usage_proxy_z_last,fy_best_pts40_z,fy_best_pir40_z,fy_z_trend,fy_minutes_share_last,fy_team_finish_last,fy_hoop_summit_world
P9f769e6678,1,2,4,0.241509,0.136068,0,1.34407,1.88536,1.91645,2.3576,0.469954,0.0210336,1.34407,1.88536,0.687793,0.659524,1,0
P15b4774186,0,0,,,,,,,,,,,,,,,,0
Pb53e68dfee,0,0,,,,,,,,,,,,,,,,0
Pd064221ae2,0,0,,,,,,,,,,,,,,,,0
P9106a597f3,1,1,3,0.535368,0.535368,0,1.14974,0.731958,0.411393,-0.12262,1.08788,0.872956,1.14974,0.731958,,0.588393,1,0
P8eec131338,0,0,,,,,,,,,,,,,,,,0
Pefc5241948,1,1,4,-1.07238,-1.07238,1,-0.0941333,-0.1733,-0.587638,1.38156,1.03703,0.965114,-0.0941333,-0.1733,,0.503155,5,0
P379ec45447,0,0,,,,,,,,,,,,,,,,0
P3e065b4b4e,0,0,,,,,,,,,,,,,,,,0
Pe581c6d22f,0,0,,,,,,,,,,,,,,,,0
P8ecb19c544,1,2,4,0.200751,0.107186,0,1.90518,1.2498,0.454007,0.695975,0.82759,1.76567,1.90518,1.2498,0.985687,0.45381,3,0
P27d264f43c,0,0,,,,,,,,,,,,,,,,0
P0ca52587ca,0,0,,,,,,,,,,,,,,,,0
P6786e0dd88,0,0,,,,,,,,,,,,,,,,0
P1a46c41bff,0,0,,,,,,,,,,,,,,,,0
Pa129b1725d,0,0,,,,,,,,,,,,,,,,0
Peef8948765,0,0,,,,,,,,,,,,,,,,0
P1597c7370a,0,0,,,,,,,,,,,,,,,,0
Paa92a86ff3,0,0,,,,,,,,,,,,,,,,0
P5ff9cbca0f,1,1,4,0.770236,0.770236,0,1.34229,-0.137502,0.080307,-0.219277,-0.662706,1.60176,1.34229,-0.137502,,0.657262,6,0
P3e655a07ed,0,0,,,,,,,,,,,,,,,,0
Pbb5225b691,0,0,,,,,,,,,,,,,,,,0
Pb5f59c2405,1,1,4,0.81647,0.81647,0,-0.246495,1.54787,0.800293,-1.2027,2.2938,-0.91259,-0.246495,1.54787,,0.219167,1,0
P004efe3965,0,0,,,,,,,,,,,,,,,,0
P4f854a47d9,0,0,,,,,,,,,,,,,,,,1
Pb88771c23a,0,0,,,,,,,,,,,,,,,,0
P7ab7e9a49e,0,0,,,,,,,,,,,,,,,,0
Pb2b564e4f2,0,0,,,,,,,,,,,,,,,,0
P55c2defaf8,1,1,4,0.522612,0.522612,0,1.47432,1.31223,-0.0695786,0.55345,1.16655,1.8555,1.47432,1.31223,,0.652778,6,0
Pf5a8190f4f,0,0,,,,,,,,,,,,,,,,0
Pf3d3c05896,1,1,3,0.519375,0.519375,0,0.150892,1.53934,1.16609,2.45417,-0.326072,-0.699841,0.150892,1.53934,,0.515,1,0
Pf3241f5074,0,0,,,,,,,,,,,,,,,,0
P9bb134b52c,0,0,,,,,,,,,,,,,,,,0
Pa84706eb34,0,0,,,,,,,,,,,,,,,,0
P3f77f707c0,0,0,,,,,,,,,,,,,,,,0
Pa08fe4841f,0,0,,,,,,,,,,,,,,,,0
Pfc813e5d63,0,0,,,,,,,,,,,,,,,,0
Pa5c483aef9,1,2,4,0.863014,0.757573,0,1.19263,0.103274,1.18342,0.110946,-0.155067,1.03641,2.32276,1.62197,-1.5187,0.425139,1,0
P67e5a8f825,0,0,,,,,,,,,,,,,,,,0
P64a44986ea,0,0,,,,,,,,,,,,,,,,0
P2b78ea748d,0,0,,,,,,,,,,,,,,,,0
P8c5417b762,0,0,,,,,,,,,,,,,,,,0
Pb779a9fa56,0,0,,,,,,,,,,,,,,,,0
P88accb87c9,0,0,,,,,,,,,,,,,,,,0
P86827217ed,0,0,,,,,,,,,,,,,,,,0
Pef380f9642,0,0,,,,,,,,,,,,,,,,0
Pf2fe8710f7,0,0,,,,,,,,,,,,,,,,0
P61e8cd7d80,0,0,,,,,,,,,,,,,,,,0
P98ab129fa2,0,0,,,,,,,,,,,,,,,,0
Pc317d28310,0,0,,,,,,,,,,,,,,,,0
P87c0df2ff6,0,0,,,,,,,,,,,,,,,,0
Pda6183deac,0,0,,,,,,,,,,,,,,,,0
P4c0563638d,0,0,,,,,,,,,,,,,,,,0
Pdd2dc8d5b8,0,0,,,,,,,,,,,,,,,,0
Pfa8477edf9,0,0,,,,,,,,,,,,,,,,0
Pdda77ad869,1,1,3,0.105197,0.105197,0,0.696204,0.858256,0.785356,-0.796327,0.368371,0.589537,0.696204,0.858256,,0.3875,1,0
P4e98315e7d,0,0,,,,,,,,,,,,,,,,0
P8fc9787b05,0,0,,,,,,,,,,,,,,,,0
Pefe5f00afd,1,1,4,0.0978479,0.0978479,0,-0.348221,0.636353,-0.31468,-0.130102,0.438288,-0.332384,-0.348221,0.636353,,0.561111,4,0
P4098a4e5cd,0,0,,,,,,,,,,,,,,,,0
Pde1bad3875,0,0,,,,,,,,,,,,,,,,0
P8843180e2e,0,0,,,,,,,,,,,,,,,,0
Pf9200340d9,0,0,,,,,,,,,,,,,,,,0
Pb10189ae74,0,0,,,,,,,,,,,,,,,,0
P82f3368572,0,0,,,,,,,,,,,,,,,,0
P4294404a76,0,0,,,,,,,,,,,,,,,,0
P8c68a86e22,0,0,,,,,,,,,,,,,,,,0
P5c0dd77b3d,0,0,,,,,,,,,,,,,,,,0
P9ce3123e64,1,1,3,-0.447462,-0.447462,0,2.12941,2.53592,1.43024,0.0510912,1.86476,1.68668,2.12941,2.53592,,0.706369,2,0
P7f30d796bb,1,2,3,-0.0522341,-1.05861,1,1.41984,0.186521,0.0871886,0.101913,0.137766,1.5734,1.41984,0.186521,1.07884,0.796875,3,0
Pd125ec3ee3,0,0,,,,,,,,,,,,,,,,0
Pe0f4e51abf,0,0,,,,,,,,,,,,,,,,0
Pd1f1ba6351,0,0,,,,,,,,,,,,,,,,0
P212def8838,1,1,4,0.337647,0.337647,0,2.31062,2.9185,0.842234,-1.14884,2.67134,1.989,2.31062,2.9185,,0.421012,3,0
P480c7bd367,0,0,,,,,,,,,,,,,,,,0
P665ee60687,0,0,,,,,,,,,,,,,,,,0
P16c24a4b1f,0,0,,,,,,,,,,,,,,,,0
P9da71ed5b4,0,0,,,,,,,,,,,,,,,,0
P9425f36257,0,0,,,,,,,,,,,,,,,,0
P503b298309,0,0,,,,,,,,,,,,,,,,0
P5a52d22738,0,0,,,,,,,,,,,,,,,,0
P40b8fb181b,0,0,,,,,,,,,,,,,,,,0
P3da380186d,0,0,,,,,,,,,,,,,,,,0
P4d3e8e1430,0,0,,,,,,,,,,,,,,,,0
Pb670429ce2,0,0,,,,,,,,,,,,,,,,0
Pdc6d30b38b,0,0,,,,,,,,,,,,,,,,0
P967c24e09d,0,0,,,,,,,,,,,,,,,,0
P72c5e8d0fa,0,0,,,,,,,,,,,,,,,,0
P65f2080ef4,0,0,,,,,,,,,,,,,,,,0
Pcdc9c2f7c5,0,0,,,,,,,,,,,,,,,,0
P0984734cb9,0,0,,,,,,,,,,,,,,,,0
P4ebe015218,0,0,,,,,,,,,,,,,,,,0
P9d76a38c5e,1,1,4,0.334598,0.334598,0,0.324516,1.18161,0.740563,-1.18689,1.55421,-0.38725,0.324516,1.18161,,0.624345,8,0
P00e7133fc6,0,0,,,,,,,,,,,,,,,,0
Pfe4fcea486,0,0,,,,,,,,,,,,,,,,0
Pa9cae64430,1,2,4,-1.67198,-1.67198,1,2.68519,2.1103,0.927509,1.12361,0.0922038,2.28215,2.68519,2.1103,0.994714,0.765952,1,0
P846172a369,0,0,,,,,,,,,,,,,,,,0
P297d12820e,0,0,,,,,,,,,,,,,,,,0
Pbc4309c829,0,0,,,,,,,,,,,,,,,,0
P43dec358d1,1,1,3,0.50232,0.50232,0,1.94119,1.24781,0.940046,0.669009,0.205532,1.46319,1.94119,1.24781,,0.548125,1,0
Ped6b9a1a7c,0,0,,,,,,,,,,,,,,,,0
Pbea2d75e26,1,2,4,0.674409,-0.540551,0,2.32682,2.18685,1.18644,-0.195421,0.63756,1.785,2.32682,2.18685,1.76004,0.784702,10,0
P2f61c21e93,1,1,4,-0.886198,-0.886198,0,1.46758,2.37368,2.51093,1.28521,1.76627,-0.166024,1.46758,2.37368,,0.497262,3,0
Pb14f594f0a,0,0,,,,,,,,,,,,,,,,0
P4a79c6caeb,0,0,,,,,,,,,,,,,,,,0
P4ebfdd4833,0,0,,,,,,,,,,,,,,,,0
P714602a9aa,1,1,4,-1.03404,-1.03404,1,2.88549,1.86723,0.465698,0.302125,1.66074,2.53698,2.88549,1.86723,,0.143583,3,0
P9540818d9f,0,0,,,,,,,,,,,,,,,,0
P7c5888ec9d,0,0,,,,,,,,,,,,,,,,0
P6f1d3c64d2,1,1,3,0.0168352,0.0168352,0,1.66364,0.369233,0.725694,-0.795804,0.643988,1.09681,1.66364,0.369233,,0.737333,2,0
P5277c76d51,0,0,,,,,,,,,,,,,,,,0
P9b3e496395,0,0,,,,,,,,,,,,,,,,0
P4832cf3ea3,0,0,,,,,,,,,,,,,,,,0
Peecc71d248,0,0,,,,,,,,,,,,,,,,0
P023bbe5ec1,0,0,,,,,,,,,,,,,,,,0
Pb15c668c3a,0,0,,,,,,,,,,,,,,,,0
Pb16e641fe9,0,0,,,,,,,,,,,,,,,,0
P6a5f6ac2d8,0,0,,,,,,,,,,,,,,,,0
Pf1b3205a09,0,0,,,,,,,,,,,,,,,,0
P8209ad6040,0,0,,,,,,,,,,,,,,,,0
Pefa2378416,0,0,,,,,,,,,,,,,,,,0
Pa4c28f80ad,0,0,,,,,,,,,,,,,,,,0
Pba03162225,0,0,,,,,,,,,,,,,,,,0
Pe661d7acde,1,1,3,-0.60467,-0.60467,0,0.532776,0.371181,-0.550774,-0.76551,2.673,1.00388,0.532776,0.371181,,0.702667,7,0
Pd17e70140c,0,0,,,,,,,,,,,,,,,,0
P14a01dedf9,1,1,4,0.586796,0.586796,0,1.13814,0.661212,1.23836,1.24128,-0.18556,0.260477,1.13814,0.661212,,0.527857,3,0
P5cd98708f1,0,0,,,,,,,,,,,,,,,,0
P2bdd03741b,0,0,,,,,,,,,,,,,,,,0
P1ddfe32e8c,0,0,,,,,,,,,,,,,,,,0
P027da49c30,0,0,,,,,,,,,,,,,,,,0
P2f4b26e6e1,0,0,,,,,,,,,,,,,,,,0
P76650bc6e2,0,0,,,,,,,,,,,,,,,,0
P6336d0d324,0,0,,,,,,,,,,,,,,,,0
P7ff4af5e7c,0,0,,,,,,,,,,,,,,,,0
P2084d7c5fc,0,0,,,,,,,,,,,,,,,,0
Pab169ed872,0,0,,,,,,,,,,,,,,,,0
P273938bb97,0,0,,,,,,,,,,,,,,,,0
P90a39c14ab,0,0,,,,,,,,,,,,,,,,0
P5c11762ec9,0,0,,,,,,,,,,,,,,,,0
Pd50729b5d0,1,1,3,0.562747,0.562747,0,2.03237,1.72251,0.960943,0.300134,-0.447008,1.66562,2.03237,1.72251,,0.535,5,0
P18facb688d,0,0,,,,,,,,,,,,,,,,0
P4797fb50d3,0,0,,,,,,,,,,,,,,,,0
P277650e4b3,0,0,,,,,,,,,,,,,,,,0
Pf6db5ed983,0,0,,,,,,,,,,,,,,,,0
P338a42b9d0,0,0,,,,,,,,,,,,,,,,0
Pdee21247bb,0,0,,,,,,,,,,,,,,,,0
P224fa713e4,1,1,3,-0.0727666,-0.0727666,0,0.900618,0.0794772,-0.244884,-0.191892,0.0771947,1.62576,0.900618,0.0794772,,0.625,5,0
Pb69fbd28c6,0,0,,,,,,,,,,,,,,,,0
P2c24c6affb,0,0,,,,,,,,,,,,,,,,0
Pd88f1bdac2,0,0,,,,,,,,,,,,,,,,0
P8a97dbabe6,0,0,,,,,,,,,,,,,,,,0
P8eb153b63d,0,0,,,,,,,,,,,,,,,,0
P75585aef52,0,0,,,,,,,,,,,,,,,,0
P84a6c851a9,0,0,,,,,,,,,,,,,,,,0
P4a4f2b1371,0,0,,,,,,,,,,,,,,,,0
P9537391b0e,0,0,,,,,,,,,,,,,,,,0
Pf6658be174,1,1,3,0.423192,0.423192,0,1.62199,1.0446,0.761985,1.77611,-0.79667,1.18762,1.62199,1.0446,,0.630179,1,0
P519f028bfb,0,0,,,,,,,,,,,,,,,,0
P4f7a1b04a6,0,0,,,,,,,,,,,,,,,,0
P47c5a2733b,0,0,,,,,,,,,,,,,,,,0
Pc3b8b90cf8,0,0,,,,,,,,,,,,,,,,0
P60e6add6f8,0,0,,,,,,,,,,,,,,,,0
Pa9b6b7ec3f,0,0,,,,,,,,,,,,,,,,0
Pbec5e357b6,1,1,3,-0.0946699,-0.0946699,0,0.562683,0.530275,-0.216115,-0.0350827,0.747018,0.877942,0.562683,0.530275,,0.396875,1,0
P2061b46d22,0,0,,,,,,,,,,,,,,,,0
P9406d39f17,0,0,,,,,,,,,,,,,,,,0
P63de5d6c2a,0,0,,,,,,,,,,,,,,,,0
Pd00fce6a5a,0,0,,,,,,,,,,,,,,,,0
P4862cd71b2,0,0,,,,,,,,,,,,,,,,0
P1d6fd5f29a,0,0,,,,,,,,,,,,,,,,0
Pcb86ff794b,0,0,,,,,,,,,,,,,,,,0
P8534216773,0,0,,,,,,,,,,,,,,,,0
P5a277fef0e,0,0,,,,,,,,,,,,,,,,0
P3022e1c032,0,0,,,,,,,,,,,,,,,,0
P82887a653c,0,0,,,,,,,,,,,,,,,,0
P37457bff4f,0,0,,,,,,,,,,,,,,,,0
P6a3fce0af3,1,1,4,-0.480988,-0.480988,0,0.0349432,0.306416,-0.34807,0.5876,0.870002,0.490413,0.0349432,0.306416,,0.446369,3,0
P6b5b70ee01,0,0,,,,,,,,,,,,,,,,0
Pc1416b3728,0,0,,,,,,,,,,,,,,,,0
P8df31bfe17,0,0,,,,,,,,,,,,,,,,0
Pc53511377b,1,1,4,0.236344,0.236344,0,-0.052969,0.135019,-0.462354,0.823098,0.907833,-0.192804,-0.052969,0.135019,,0.483929,7,0
P484d9844af,0,0,,,,,,,,,,,,,,,,0
P90d8771ad4,0,0,,,,,,,,,,,,,,,,0
P026aafcf31,0,0,,,,,,,,,,,,,,,,0
Ped12aa913a,0,0,,,,,,,,,,,,,,,,0
P2318b539a3,0,0,,,,,,,,,,,,,,,,0
P3e9c3ca3d7,0,0,,,,,,,,,,,,,,,,0
P7d0e11d7f1,0,0,,,,,,,,,,,,,,,,0
Pca926e63d0,0,0,,,,,,,,,,,,,,,,0
P804e0e2e1c,0,0,,,,,,,,,,,,,,,,0
Pe19880ee92,0,0,,,,,,,,,,,,,,,,0
P52c5169542,0,0,,,,,,,,,,,,,,,,0
P0be342d921,0,0,,,,,,,,,,,,,,,,0
P77bf4c6cd4,0,0,,,,,,,,,,,,,,,,0
P2b2d444bdd,0,0,,,,,,,,,,,,,,,,0
P90844406b5,1,1,3,-0.430413,-0.430413,0,0.277187,0.697319,0.307671,-0.062185,0.0981224,0.296484,0.277187,0.697319,,0.615625,11,0
P53a27c701d,0,0,,,,,,,,,,,,,,,,0
P34557a899a,0,0,,,,,,,,,,,,,,,,0
Pf0f9e6d8f5,0,0,,,,,,,,,,,,,,,,0
P6514225148,0,0,,,,,,,,,,,,,,,,0
Pbda39b05ec,0,0,,,,,,,,,,,,,,,,0
P4043f1171e,0,0,,,,,,,,,,,,,,,,0
P20a99f84fd,0,0,,,,,,,,,,,,,,,,0
P41398f1a21,0,0,,,,,,,,,,,,,,,,0
Pfa2560441b,0,0,,,,,,,,,,,,,,,,0
Pf450c7fe3d,0,0,,,,,,,,,,,,,,,,0
P4516ced6d5,0,0,,,,,,,,,,,,,,,,0
P1a41a85440,1,1,3,0.340977,0.340977,0,2.56199,1.69542,1.09376,0.923819,0.432609,2.23899,2.56199,1.69542,,0.72256,6,0
P2185571f79,0,0,,,,,,,,,,,,,,,,0
Pb14e5c1c97,0,0,,,,,,,,,,,,,,,,0
P9308e80088,0,0,,,,,,,,,,,,,,,,0
P19aaf87bc8,0,0,,,,,,,,,,,,,,,,0
Pa5b07b6f43,0,0,,,,,,,,,,,,,,,,0
P1464c171bc,0,0,,,,,,,,,,,,,,,,0
Pbafaf944fd,0,0,,,,,,,,,,,,,,,,0
P25c1384060,0,0,,,,,,,,,,,,,,,,0
P7c241c8e95,0,0,,,,,,,,,,,,,,,,0
Pb0f44d6b69,0,0,,,,,,,,,,,,,,,,0
Pbac78302af,0,0,,,,,,,,,,,,,,,,0
P56aec34978,0,0,,,,,,,,,,,,,,,,0
P76d288c08d,1,1,3,-0.261285,-0.261285,0,0.440926,0.249759,0.747169,0.0984051,-0.50703,0.348571,0.440926,0.249759,,0.560417,2,0
Pb1eb09fa94,0,0,,,,,,,,,,,,,,,,0
P03938af6ae,0,0,,,,,,,,,,,,,,,,0
P7a85c71bc1,0,0,,,,,,,,,,,,,,,,0
Pc7623d005f,0,0,,,,,,,,,,,,,,,,0
P920b587915,0,0,,,,,,,,,,,,,,,,0
P48e78aee32,1,1,3,-0.406502,-0.406502,0,0.756385,0.0426144,0.628107,-0.705564,-1.77769,0.757085,0.756385,0.0426144,,0.568819,3,0
P73b9dbd92b,0,0,,,,,,,,,,,,,,,,0
P71e4b2b4d3,1,1,3,-0.16272,-0.16272,0,-0.158475,-0.215059,-0.0648322,0.189861,0.596106,-0.166422,-0.158475,-0.215059,,0.294107,1,0
P6d3980e9f0,1,1,3,0.505329,0.505329,0,0.870371,0.828869,0.949884,0.183809,-0.0732306,0.272971,0.870371,0.828869,,0.354226,1,0
P35f0fb7731,0,0,,,,,,,,,,,,,,,,0
Pba698d642d,0,0,,,,,,,,,,,,,,,,0
P3ff36ffdc1,0,0,,,,,,,,,,,,,,,,0
P272ac40c3c,0,0,,,,,,,,,,,,,,,,0
P7699b7f669,1,1,3,0.5533,0.5533,0,0.0217552,0.868704,0.757225,0.671148,1.88557,-0.919518,0.0217552,0.868704,,0.31131,1,0
P6232d5a44f,0,0,,,,,,,,,,,,,,,,0
Pfe5913c014,1,1,3,0.0550006,0.0550006,0,1.61265,1.38542,0.973977,1.0683,1.97182,1.11301,1.61265,1.38542,,0.678631,2,0
P41612ab4e2,0,0,,,,,,,,,,,,,,,,0
Pa430d00e1f,0,0,,,,,,,,,,,,,,,,0
P90a7395cb0,0,0,,,,,,,,,,,,,,,,0
Pd70c9ef8df,0,0,,,,,,,,,,,,,,,,0
P1388f2fd26,1,1,4,0.70407,0.70407,0,-0.404766,1.49044,3.11703,3.05156,1.49143,-1.75354,-0.404766,1.49044,,0.624048,1,0
P0df73941d8,1,1,4,-0.396569,-0.396569,0,0.165684,0.553493,1.6674,1.29805,-0.583384,-0.711536,0.165684,0.553493,,0.250714,1,0
Pe6c9de6d86,0,0,,,,,,,,,,,,,,,,0
P388cb0d5da,1,1,3,0.258647,0.258647,0,1.76499,0.966611,0.96011,1.59288,0.531312,1.71833,1.76499,0.966611,,0.533889,1,0
Pe0b660d280,1,1,3,0.235702,0.235702,0,1.75596,3.05717,1.94436,-0.220471,1.13087,0.468905,1.75596,3.05717,,0.45131,1,0
P842bafbfda,1,1,3,-0.361161,-0.361161,0,0.322893,1.51489,-0.275484,0.146959,3.76159,0.999181,0.322893,1.51489,,0.4925,10,0
P0cd98a270c,0,0,,,,,,,,,,,,,,,,0
P04526b8576,0,0,,,,,,,,,,,,,,,,0
Pb7d583a85a,0,0,,,,,,,,,,,,,,,,0
Pa3fa433740,1,1,3,-0.215011,-0.215011,0,0.599352,0.620758,0.775654,0.475983,1.63971,-0.193878,0.599352,0.620758,,0.45125,1,0
Pe237a28a37,0,0,,,,,,,,,,,,,,,,0
P87be528da0,1,1,4,0.170178,0.170178,0,1.02305,-0.224504,0.0188985,0.0480189,-0.429348,1.36414,1.02305,-0.224504,,0.515625,11,1
P3c885ec031,1,1,3,0.520445,0.520445,0,1.64894,1.35252,1.10463,-0.740164,2.1575,1.26709,1.64894,1.35252,,0.312292,1,0
P63236d3a70,1,2,4,-0.678117,-0.678117,0,0.198624,0.249049,1.13475,0.81655,-0.205022,-0.501184,0.198624,0.249049,0.895174,0.458274,3,0
Pf46613d969,1,1,4,0.704526,0.704526,0,1.19517,1.54559,1.58016,1.60056,1.37252,0.327035,1.19517,1.54559,,0.448512,3,0
P08bc96e9be,0,0,,,,,,,,,,,,,,,,0
Pa7dbf13041,0,0,,,,,,,,,,,,,,,,0
P69f4c7679c,0,0,,,,,,,,,,,,,,,,0
P5be180758a,0,0,,,,,,,,,,,,,,,,0
P289da7f9c1,0,0,,,,,,,,,,,,,,,,0
Pad0b972baf,1,1,3,0.471162,0.471162,0,2.42538,3.09123,1.26401,-0.167142,0.514722,1.35519,2.42538,3.09123,,0.380536,1,0
P48772fff87,0,0,,,,,,,,,,,,,,,,1
Pde7308c87b,1,1,3,0.178206,0.178206,0,0.459266,0.594893,0.375882,1.79451,-0.236682,0.609439,0.459266,0.594893,,0.674405,2,0
P1f88525e9f,0,0,,,,,,,,,,,,,,,,0
P32d7e7e1eb,0,0,,,,,,,,,,,,,,,,0
P3bfc12237e,0,0,,,,,,,,,,,,,,,,0
P198bb02a0c,0,0,,,,,,,,,,,,,,,,0
Pdc083a80a9,0,0,,,,,,,,,,,,,,,,0
P04282e0cbf,0,0,,,,,,,,,,,,,,,,0
P716f6175e4,0,0,,,,,,,,,,,,,,,,0
P2b95cb9990,0,0,,,,,,,,,,,,,,,,0
P429838957d,0,0,,,,,,,,,,,,,,,,0
P04b95b58e0,1,1,3,0.216161,0.216161,0,0.509242,1.79443,2.61598,-0.513585,2.17685,-1.23748,0.509242,1.79443,,0.19375,5,0
P9cddcdc1ad,0,0,,,,,,,,,,,,,,,,0
P173da90181,0,0,,,,,,,,,,,,,,,,0
Pc2d24d5902,0,0,,,,,,,,,,,,,,,,1
P866e6f90bf,0,0,,,,,,,,,,,,,,,,0
P2ca61183dc,0,0,,,,,,,,,,,,,,,,0
P625909539a,0,0,,,,,,,,,,,,,,,,0
P1cf3ac09b1,0,0,,,,,,,,,,,,,,,,0
Pb3e461d4cf,0,0,,,,,,,,,,,,,,,,0
Pee12c1b431,0,0,,,,,,,,,,,,,,,,0
Pdc49b6ecb0,0,0,,,,,,,,,,,,,,,,0
P9d5ce33ec0,1,1,4,0.646574,0.646574,0,1.70834,2.10368,0.532525,-0.0951853,1.372,1.64022,1.70834,2.10368,,0.524643,1,0
P170284fab5,0,0,,,,,,,,,,,,,,,,0
P641ed83c9a,0,0,,,,,,,,,,,,,,,,0
P8884c4fd03,0,0,,,,,,,,,,,,,,,,0
P539176b694,0,0,,,,,,,,,,,,,,,,0
Pdd324c8c3a,0,0,,,,,,,,,,,,,,,,0
Pcf413465aa,0,0,,,,,,,,,,,,,,,,0
P007123cefb,0,0,,,,,,,,,,,,,,,,0
Pa5bdbe06a8,0,0,,,,,,,,,,,,,,,,0
P6142a39d2b,0,0,,,,,,,,,,,,,,,,0
P0fec6c7ff1,0,0,,,,,,,,,,,,,,,,0
P076dcdb147,0,0,,,,,,,,,,,,,,,,0
P98391b949f,1,1,4,0.605962,0.605962,0,0.779584,1.03365,0.322838,0.263133,0.103106,1.01298,0.779584,1.03365,,0.697917,7,0
Pc5171d01c1,0,0,,,,,,,,,,,,,,,,0
Pe3d286e6c8,0,0,,,,,,,,,,,,,,,,0
P2943e264b5,0,0,,,,,,,,,,,,,,,,0
P72ce5af049,0,0,,,,,,,,,,,,,,,,0
P34a08a87d4,0,0,,,,,,,,,,,,,,,,0
Pc74b3d476e,0,0,,,,,,,,,,,,,,,,0
P80eaeaa85d,0,0,,,,,,,,,,,,,,,,0
Pceb9387e05,1,1,3,0.4149,0.4149,0,1.30634,0.991475,1.67148,1.2306,-0.0478154,0.404746,1.30634,0.991475,,0.523393,1,0
P4cd6438cc3,1,1,4,0.493251,0.493251,0,0.755633,-0.112523,-0.298082,0.612022,-0.29974,1.37657,0.755633,-0.112523,,0.602798,8,0
P9580c6ee97,0,0,,,,,,,,,,,,,,,,0
P2cd53b2728,0,0,,,,,,,,,,,,,,,,0
Pc09cd8c6d0,0,0,,,,,,,,,,,,,,,,0
P63a2ab1a2a,0,0,,,,,,,,,,,,,,,,0
Pf75af7bb1f,0,0,,,,,,,,,,,,,,,,0
P16e9d60aa9,0,0,,,,,,,,,,,,,,,,0
P4f020a46a6,0,0,,,,,,,,,,,,,,,,0
Pa8a4b42a31,0,0,,,,,,,,,,,,,,,,0
Pc2faa1488c,0,0,,,,,,,,,,,,,,,,0
P12d4263452,0,0,,,,,,,,,,,,,,,,0
P56764c9c75,0,0,,,,,,,,,,,,,,,,0
P3eb05301ef,0,0,,,,,,,,,,,,,,,,0
Pba89c73461,0,0,,,,,,,,,,,,,,,,0
P9c6ee0d9a6,1,2,4,0.118614,0.0250489,0,0.443506,-0.0660069,0.415818,0.321808,-1.22931,0.0943346,0.443506,-0.0660069,1.1987,0.47375,1,0
P837f74ef42,0,0,,,,,,,,,,,,,,,,0
Pe6009787c4,0,0,,,,,,,,,,,,,,,,0
Pf77538a69a,1,3,4,-0.232592,-0.536858,0,0.0482397,-0.15881,-0.939143,0.873254,-0.545978,1.14029,2.64821,2.18118,-2.33999,0.472813,12,0
P2900148dca,0,0,,,,,,,,,,,,,,,,0
P4722b5d5ff,0,0,,,,,,,,,,,,,,,,0
Pc4f35f8bd3,0,0,,,,,,,,,,,,,,,,0
P8943f8c99a,0,0,,,,,,,,,,,,,,,,0
Pa974d0f28b,0,0,,,,,,,,,,,,,,,,0
P4ddb9bf638,0,0,,,,,,,,,,,,,,,,0
Ped501e46cc,0,0,,,,,,,,,,,,,,,,0
P9d7519067e,0,0,,,,,,,,,,,,,,,,0
P92b5b7a56d,0,0,,,,,,,,,,,,,,,,0
P5fdfb73e8f,0,0,,,,,,,,,,,,,,,,0
P5b50a9b58b,0,0,,,,,,,,,,,,,,,,0
Pd3cfd798be,0,0,,,,,,,,,,,,,,,,0
P9b1073be42,0,0,,,,,,,,,,,,,,,,0
Pc76c8c8711,0,0,,,,,,,,,,,,,,,,0
P51e6803c0a,0,0,,,,,,,,,,,,,,,,0
P2dd8b69701,0,0,,,,,,,,,,,,,,,,0
P770d276313,0,0,,,,,,,,,,,,,,,,0
P051c4d4903,0,0,,,,,,,,,,,,,,,,0
Pa9f698b274,0,0,,,,,,,,,,,,,,,,0
P61afdc25a4,1,1,4,-0.867489,-0.867489,0,0.844531,1.2109,-0.252141,2.52226,0.879824,1.32124,0.844531,1.2109,,0.586964,1,0
P64263ced9d,1,2,4,-1.24258,-1.24258,1,0.65383,0.023231,0.0937555,-0.582111,0.758868,0.317912,3.16518,1.79189,-1.76866,0.538571,1,0
Pc3e0235987,1,2,4,-0.596436,-0.596436,0,-0.731038,-0.730201,-1.2512,-1.59067,1.84372,0.432161,1.07531,2.71725,-3.44745,0.09375,1,0
P45a39b68c1,1,2,4,-0.716904,-0.716904,0,0.683097,1.37726,0.921226,0.652819,0.330826,-0.107203,1.16924,1.54834,-0.17108,0.511131,1,0
Pc97a1282a3,1,2,4,-0.555367,-0.555367,0,1.56255,0.562344,-0.366426,0.544902,2.38272,2.33783,1.56255,1.03159,-0.469244,0.395655,1,0
P854a3a23a2,0,0,,,,,,,,,,,,,,,,0
P7dcdc4ccdd,0,0,,,,,,,,,,,,,,,,0
Pb2632428b5,0,0,,,,,,,,,,,,,,,,0
P2c8aa67899,0,0,,,,,,,,,,,,,,,,0
P9e82692a6d,1,1,4,-0.831896,-0.831896,0,1.5467,1.31544,1.06379,0.636369,2.81097,0.895281,1.5467,1.31544,,0.189702,1,0
Pa090759337,0,0,,,,,,,,,,,,,,,,0
