file,url,season,kind,bytes,rows,sha256,fetched_utc,robots_allowed,crawl_delay_s,user_agent
raw/adv_2008.csv,https://barttorvik.com/getadvstats.php?year=2008&csv=1,2008,player_season,1602184,4588,93e40e31ef6a8ae7856e46f00965ff9ead1d45eff88b59f6ac466f71dddc1f66,2026-09-08T05:52:00Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2009.csv,https://barttorvik.com/getadvstats.php?year=2009&csv=1,2009,player_season,1601279,4589,a60e72d99ad8548336bdf91bccb3e729fa2162bca5f61197807003c635b01182,2026-09-08T05:52:23Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2010.csv,https://barttorvik.com/getadvstats.php?year=2010&csv=1,2010,player_season,1785475,4698,e5e6a92304e8c4668466a9fa1a55a3f64e18be055f316a8a38e96b686904ffc7,2026-09-08T05:52:46Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2011.csv,https://barttorvik.com/getadvstats.php?year=2011&csv=1,2011,player_season,1735010,4548,b82ef8c3d2e1ecbf9e54c47b0ebc7255d385f1920926d20d18afc9e03633b02d,2026-09-08T05:53:08Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2012.csv,https://barttorvik.com/getadvstats.php?year=2012&csv=1,2012,player_season,1746215,4586,9b83d32cabb22913eee42f9d6c417f0808dfc703f9de04d7fbcc790d5c849679,2026-09-08T05:53:31Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2013.csv,https://barttorvik.com/getadvstats.php?year=2013&csv=1,2013,player_season,1756724,4608,31f4ce20e2c9079d9f7c7b19c4dcd84ae55a347b77abb57eef20727153415fbd,2026-09-08T05:53:54Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2014.csv,https://barttorvik.com/getadvstats.php?year=2014&csv=1,2014,player_season,1807379,4722,d3b962e3487c3579823a60e8b5b8db50cd261b639f44db7752f0b8d0c126340b,2026-09-08T05:54:17Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2015.csv,https://barttorvik.com/getadvstats.php?year=2015&csv=1,2015,player_season,1820328,4723,b2dbd825e61e769845937ed4833071fa13d890a81b962a2fa19fe5249c2e0cac,2026-09-08T05:54:39Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2016.csv,https://barttorvik.com/getadvstats.php?year=2016&csv=1,2016,player_season,1834400,4696,236230035752be88fd4d8ddffd35eebf72f7581e0374220e491f1ebb1342b620,2026-09-08T05:55:02Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2017.csv,https://barttorvik.com/getadvstats.php?year=2017&csv=1,2017,player_season,1850808,4742,d9313cfe47ebdc1a8a8b56b62b964ed151513a864ad406dac4d305523e3657c7,2026-09-08T05:55:24Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2018.csv,https://barttorvik.com/getadvstats.php?year=2018&csv=1,2018,player_season,1837883,4703,513f2f526d2cdb4dde6f46b43fd92d37fb301edfc129dc99e95dbc67e4dc2c6e,2026-09-08T05:55:47Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2019.csv,https://barttorvik.com/getadvstats.php?year=2019&csv=1,2019,player_season,1849498,4739,a47766ed91120dc7e4e817f054a522ca61aabef2fff94ee425c35b30df55a6c7,2026-09-08T05:50:06Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2020.csv,https://barttorvik.com/getadvstats.php?year=2020&csv=1,2020,player_season,1844958,4733,222fe29cb594ff7cd9b26146c6fb9663b5bda1efaa4045147fd3db7726b97138,2026-09-08T05:56:10Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2021.csv,https://barttorvik.com/getadvstats.php?year=2021&csv=1,2021,player_season,1918958,4970,43e6f693382eb396c661b93806a7edb08a6a767017ac541e3746c484608055b1,2026-09-08T05:56:33Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2022.csv,https://barttorvik.com/getadvstats.php?year=2022&csv=1,2022,player_season,1952175,5011,e8bc7e7139e9eea92ef8731e06be454461770e1cd7e4320a8bf9217c29819eaa,2026-09-08T05:56:56Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2023.csv,https://barttorvik.com/getadvstats.php?year=2023&csv=1,2023,player_season,1963221,5043,2a2db41e5b854bbd68fbe58d6e2a2fcecd37e67fd431599c872908c99c98c122,2026-09-08T05:57:18Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2024.csv,https://barttorvik.com/getadvstats.php?year=2024&csv=1,2024,player_season,1952090,5002,5f030955c535de5a96bd00c99c7c4be0a50c6e8cbe1bf5ca5bc3594fc1a23519,2026-09-08T05:57:41Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
